システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧,カラーセンサの値,白148,黒10
1,13,-9,18,6819
5,7,-12,15,6819
9,7,-11,16,6687
13,7,-10,17,6687
17,3,-12,14,6593
21,0,-14,12,6593
25,0,-15,12,6487
29,-6,-19,7,6487
33,-7,-21,6,6384
37,-17,-29,-2,6384
41,-22,-34,-7,6270
45,-27,-40,-13,6270
49,-27,-42,-15,6213
53,-25,-42,-15,6213
57,-31,-54,-27,6137
61,-31,-55,-29,6137
65,-25,-52,-26,6031
69,-25,-58,-32,6031
73,-37,-68,-41,6012
77,-35,-73,-46,6012
81,-18,-66,-39,5831
85,-18,-69,-42,5831
89,-2,-53,-27,5803
93,17,-44,-18,5803
97,48,-17,8,5946
101,63,-1,24,5946
105,52,-12,13,6247
109,62,0,25,6247
113,71,9,35,6370
117,57,3,28,6370
121,60,8,32,6417
125,48,2,26,6417
129,42,0,22,6427
133,31,-7,15,6427
137,15,-14,8,6466
141,2,-21,1,6466
145,4,-22,0,6503
149,0,-28,-5,6503
153,-12,-29,-7,6541
157,-15,-36,-14,6541
161,-30,-47,-25,6522
165,-34,-55,-33,6522
169,-43,-63,-41,6474
173,-47,-76,-55,6474
177,-49,-79,-58,6321
181,-39,-77,-55,6321
185,-35,-80,-59,6115
189,-28,-83,-61,6115
193,-23,-77,-56,5944
197,8,-53,-32,5944
201,14,-52,-32,5984
205,16,-54,-34,5984
209,40,-31,-11,6085
213,48,-25,-6,6085
217,56,-18,0,6276
221,57,-12,6,6276
225,59,-10,8,6311
229,56,-12,6,6311
233,47,-14,5,6189
237,32,-27,-7,6189
241,28,-33,-13,5952
245,26,-31,-11,5952
249,21,-43,-24,5783
253,14,-45,-25,5783
257,10,-47,-27,5687
261,2,-57,-37,5687
265,-3,-66,-46,5601
269,-7,-73,-53,5601
273,6,-66,-47,5431
277,7,-66,-48,5431
281,15,-55,-37,5400
285,27,-51,-34,5400
289,38,-33,-17,5422
293,43,-28,-11,5422
297,46,-23,-7,5554
301,51,-18,-1,5554
305,59,-8,7,5621
309,58,-7,8,5621
313,46,-20,-5,5697
317,38,-19,-4,5697
321,33,-24,-8,5685
325,29,-27,-12,5685
329,21,-34,-19,5681
333,19,-37,-21,5681
337,17,-34,-18,5654
341,14,-40,-22,5654
345,10,-45,-27,5665
349,8,-48,-31,5665
353,17,-43,-25,5577
357,27,-34,-16,5577
361,34,-22,-4,5571
365,36,-26,-8,5571
369,41,-20,-2,5627
373,45,-15,2,5627
377,42,-10,7,5655
381,39,-13,5,5655
385,39,-12,6,5673
389,35,-15,2,5673
393,27,-22,-3,5719
397,20,-23,-4,5719
401,23,-22,-4,5684
405,18,-22,-4,5684
409,9,-32,-14,5684
413,6,-38,-19,5684
417,8,-33,-15,5627
421,10,-29,-10,5627
425,8,-39,-21,5626
429,12,-32,-13,5626
433,20,-22,-3,5599
437,23,-22,-2,5599
441,27,-14,4,5635
445,29,-9,10,5635
449,30,-10,8,5665
453,33,-9,9,5665
457,35,-3,16,5673
461,31,-8,11,5673
465,24,-10,9,5674
469,19,-12,8,5674
473,17,-12,8,5677
477,14,-14,8,5677
481,11,-21,1,5670
485,8,-22,0,5670
489,6,-23,0,5664
493,4,-25,-1,5664
497,6,-23,0,5655
501,10,-19,4,5655
505,13,-10,13,5663
509,16,-9,16,5663
513,21,-5,20,5673
517,24,-1,23,5673
521,20,-5,21,5657
525,19,-6,20,5657
529,22,-3,23,5648
533,19,-5,21,5648
537,11,-12,14,5644
541,6,-11,15,5644
545,3,-16,10,5645
549,-1,-21,5,5645
553,-2,-19,8,5628
557,-4,-18,9,5628
561,0,-23,3,5628
565,2,-18,9,5628
569,4,-18,9,5618
573,9,-10,17,5618
577,8,-8,19,5622
581,4,-14,13,5622
585,1,-14,13,5606
589,2,-17,10,5606
593,2,-19,7,5598
597,-5,-22,4,5598
601,-7,-22,4,5588
605,-8,-27,-1,5588
609,-8,-19,5,5604
613,-14,-30,-4,5604
617,-13,-34,-8,5606
621,-4,-24,0,5606
625,-2,-21,3,5583
629,5,-19,5,5583
633,10,-17,7,5588
637,14,-16,9,5588
641,18,-8,17,5597
645,21,-2,24,5597
649,20,-5,21,5598
653,18,-3,23,5598
657,17,-6,20,5606
661,14,-12,15,5606
665,9,-13,14,5595
669,6,-13,14,5595
673,6,-17,10,5585
677,4,-16,11,5585
681,2,-21,6,5571
685,3,-18,8,5571
689,8,-12,15,5569
693,11,-13,14,5569
697,12,-15,12,5556
701,13,-5,22,5556
705,15,-7,20,5541
709,15,-10,17,5541
713,12,-3,23,5541
717,12,-8,19,5541
721,10,-7,19,5550
725,9,-7,20,5550
729,7,-7,19,5538
733,6,-7,19,5538
737,6,-12,13,5533
741,8,-9,17,5533
745,8,-7,18,5529
749,7,-1,24,5529
753,8,-7,18,5528
757,9,-5,20,5528
761,9,-3,20,5520
765,10,3,27,5520
769,11,-1,22,5527
773,11,4,28,5527
777,11,4,27,5521
781,10,3,25,5521
785,7,6,28,5502
789,5,-2,18,5502
793,2,0,20,5515
797,0,3,22,5515
801,-4,-2,15,5544
805,-5,0,16,5544
809,-8,0,15,5560
813,-8,3,15,5560
817,-9,-6,3,5559
821,-10,-3,4,5559
825,-9,0,6,5595
829,-7,4,8,5595
833,-7,1,3,5596
837,-7,4,3,5596
841,-4,9,6,5596
845,-4,17,12,5596
849,-5,12,4,5586
853,-5,14,4,5586
857,-2,19,6,5591
861,-2,15,0,5591
865,-1,18,1,5599
869,1,22,2,5599
873,2,20,-1,5603
877,4,25,0,5603
881,5,28,2,5605
885,7,32,4,5605
889,9,31,1,5570
893,12,37,5,5570
897,16,43,10,5543
901,19,43,9,5543
905,21,49,14,5483
909,23,48,12,5483
913,24,59,23,5425
917,26,63,26,5425
921,27,61,23,5337
925,28,66,27,5337
929,30,72,32,5281
933,31,82,41,5281
937,31,85,43,5156
941,34,90,47,5156
945,22,88,42,5084
949,5,71,23,5084
953,0,64,15,5133
957,-20,43,-7,5133
961,-31,35,-17,5284
965,-40,22,-31,5284
969,-54,16,-37,5394
973,-52,9,-44,5394
977,-38,16,-38,5414
981,-38,11,-43,5414
985,-16,27,-27,5414
989,13,52,-2,5414
993,27,67,11,5383
997,34,76,19,5383
1001,35,87,29,5263
1005,43,96,37,5263
1009,32,88,29,5239
1013,19,76,17,5239
1017,10,74,13,5273
1021,9,71,10,5273
1025,3,63,2,5302
1029,-18,48,-13,5302
1033,-18,43,-18,5349
1037,-7,49,-11,5349
1041,-7,53,-8,5382
1045,-5,52,-10,5382
1049,7,60,-1,5335
1053,14,72,9,5335
1057,22,86,22,5292
1061,24,86,22,5292
1065,27,88,24,5296
1069,32,99,34,5296
1073,26,99,33,5285
1077,22,93,27,5285
1081,11,87,21,5264
1085,-1,72,6,5264
1089,2,77,10,5321
1093,-2,75,9,5321
1097,-4,68,2,5318
1101,-1,79,12,5318
1105,3,77,10,5328
1109,12,88,20,5328
1113,17,95,28,5310
1117,18,100,37,5310
1121,21,100,35,5274
1125,16,100,32,5274
1129,13,94,25,5260
1133,10,100,30,5260
1137,9,99,29,5253
1141,11,100,32,5253
1145,4,100,32,5239
1149,2,92,22,5239
1153,3,99,30,5219
1157,1,95,27,5219
1161,2,100,33,5238
1165,3,94,25,5238
1169,-4,93,24,5232
1173,1,100,33,5232
1177,2,100,31,5251
1181,3,100,36,5251
1185,3,100,39,5234
1189,7,100,33,5234
1193,12,100,44,5196
1197,8,100,44,5196
1201,7,100,47,5167
1205,10,100,53,5167
1209,9,100,55,5120
1213,9,100,57,5120
1217,4,100,49,5073
1221,4,100,51,5073
1225,1,100,50,5088
1229,-1,100,49,5088
1233,0,100,51,5081
1237,0,100,51,5081
1241,-5,100,53,5081
1245,-9,100,47,5081
1249,-10,100,44,5100
1253,-6,100,53,5100
1257,-6,100,51,5133
1261,-7,100,48,5133
1265,5,100,59,5128
1269,7,100,67,5128
1273,-1,100,58,5140
1277,-1,100,63,5140
1281,11,100,72,5170
1285,7,100,73,5170
1289,-1,100,69,5156
1293,1,100,61,5156
1297,4,100,68,5183
1301,4,100,66,5183
1305,-2,100,65,5192
1309,-2,100,68,5192
1313,3,100,76,5184
1317,2,100,71,5184
1321,-8,100,64,5201
1325,-9,100,65,5201
1329,5,100,79,5223
1333,5,100,75,5223
1337,1,100,75,5223
1341,8,100,84,5223
1345,16,100,94,5233
1349,13,100,93,5233
1353,12,100,88,5234
1357,15,100,94,5234
1361,12,100,93,5251
1365,15,100,98,5251
1369,10,100,95,5244
1373,7,100,82,5244
1377,9,100,87,5267
1381,12,100,92,5267
1385,10,100,93,5261
1389,10,100,95,5261
1393,15,100,100,5273
1397,16,100,100,5273
1401,20,100,100,5271
1405,23,100,100,5271
1409,23,100,100,5281
1413,23,100,100,5281
1417,24,100,100,5275
1421,21,100,100,5275
1425,24,100,100,5281
1429,23,100,100,5281
1433,18,100,100,5283
1437,20,100,100,5283
1441,23,100,100,5290
1445,23,100,100,5290
1449,25,100,100,5291
1453,27,100,100,5291
1457,35,100,100,5290
1461,46,100,100,5290
1465,49,100,100,5288
1469,42,100,100,5288
1473,47,100,100,5297
1477,59,100,100,5297
1481,56,100,100,5309
1485,45,100,100,5309
1489,50,100,100,5300
1493,54,100,100,5300
1497,50,100,100,5301
1501,46,100,100,5301
1505,46,100,100,5301
1509,56,100,100,5301
1513,55,100,100,5303
1517,51,100,100,5303
1521,56,100,100,5306
1525,63,100,100,5306
1529,65,100,100,5303
1533,68,100,100,5303
1537,75,100,100,5307
1541,80,100,100,5307
1545,76,100,100,5302
1549,72,100,100,5302
1553,74,100,100,5293
1557,83,100,100,5293
1561,90,100,100,5293
1565,85,100,100,5293
1569,87,100,100,5293
1573,90,100,100,5293
1577,86,100,100,5300
1581,92,100,100,5300
1585,101,100,100,5293
1589,97,100,100,5293
1593,108,100,100,5291
1597,113,100,100,5291
1601,117,100,100,5281
1605,124,100,100,5281
1609,129,100,100,5283
1613,128,100,100,5283
1617,141,100,100,5263
1621,137,100,100,5263
1625,133,100,100,5265
1629,137,100,100,5265
1633,153,100,100,5255
1637,157,100,100,5255
1641,155,100,100,5255
1645,172,100,100,5255
1649,186,100,100,5232
1653,171,100,100,5232
1657,189,100,100,5242
1661,194,100,100,5242
1665,192,100,100,5224
1669,207,100,100,5224
1673,220,100,100,5241
1677,234,100,100,5241
1681,225,100,100,5232
1685,238,100,100,5232
1689,249,100,100,5243
1693,259,100,100,5243
1697,287,100,100,5254
1701,319,100,100,5254
1705,367,100,100,5261
1709,383,100,100,5261
1713,387,100,100,5279
1717,394,100,100,5279
1721,407,100,100,5290
1725,392,100,100,5290
1729,381,100,100,5315
1733,385,100,100,5315
1737,396,100,100,5327
1741,401,100,100,5327
1745,411,100,100,5331
1749,426,100,100,5331
1753,437,100,100,5352
1757,442,100,100,5352
1761,478,100,100,5356
1765,478,100,100,5356
1769,498,100,100,5347
1773,498,100,100,5347
1777,498,100,100,5365
1781,498,100,100,5365
1785,498,100,100,5385
1789,498,100,100,5385
1793,498,100,100,5394
1797,498,100,100,5394
1801,498,100,100,5405
1805,498,100,100,5405
1809,498,100,100,5461
1813,498,100,100,5461
1817,498,100,100,5470
1821,350,100,100,5470
1825,-495,100,100,5435
1829,-495,100,100,5435
1833,-317,100,100,5451
1837,58,100,100,5451
1841,308,100,100,5437
1845,364,100,100,5437
1849,282,100,100,5449
1853,38,100,100,5449
1857,113,100,100,5432
1861,152,100,100,5432
1865,103,100,100,5445
1869,62,100,100,5445
1873,107,100,100,5448
1877,47,100,100,5448
1881,48,100,100,5457
1885,89,100,100,5457
1889,95,100,100,5453
1893,122,100,100,5453
1897,91,100,100,5453
1901,48,100,100,5453
1905,2,100,100,5472
1909,15,100,100,5472
1913,-33,100,100,5476
1917,-60,100,100,5476
1921,-148,100,100,5471
1925,-152,100,100,5471
1929,-118,100,100,5479
1933,-133,100,100,5479
1937,-142,100,100,5480
1941,-142,100,100,5480
1945,-75,100,100,5485
1949,-75,100,100,5485
1953,-106,100,100,5480
1957,-106,100,100,5480
1961,-281,100,100,5489
1965,-281,100,100,5489
1969,-226,100,100,5502
1973,-226,100,100,5502
1977,-179,100,100,5499
1981,-179,100,100,5499
1985,-180,100,100,5490
1989,-198,100,100,5490
1993,-169,100,100,5489
1997,-141,100,100,5489
2001,-163,100,100,5488
2005,-163,100,100,5488
2009,-180,100,100,5489
2013,-191,100,100,5489
2017,19,100,100,5498
2021,170,100,100,5498
2025,194,100,100,5498
2029,202,100,100,5498
2033,134,100,100,5494
2037,-33,100,100,5494
2041,-93,100,100,5496
2045,-159,100,100,5496
2049,-176,100,100,5489
2053,-156,100,100,5489
2057,-26,100,100,5498
2061,83,100,100,5498
2065,90,100,100,5492
