システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧
8631,-15,-100,-100,6537
8636,-6,-100,-100,6537
8641,-3,-100,-100,6537
8646,-3,-100,-100,6545
8651,1,-100,-100,6545
8656,1,-100,-100,6555
8661,7,-100,-100,6555
8666,7,-100,-100,6545
8671,18,-100,-100,6537
8676,18,-100,-100,6537
8681,15,-100,-100,6537
8686,15,-100,-100,6555
8691,11,-100,-100,6555
8696,18,-100,-100,6545
8701,18,-100,-100,6545
8706,4,-100,-100,6537
8711,-2,-100,-100,6537
8716,-1,-100,-100,6537
8721,-2,-100,-100,6555
8726,-8,-100,-100,6545
8731,-11,-100,-100,6545
8736,-11,-100,-100,6538
8741,-15,-100,-100,6537
8746,-16,-100,-100,6537
8751,-19,-100,-100,6545
8756,-19,-100,-100,6545
8761,-15,-100,-100,6545
8766,-15,-100,-100,6537
8771,-12,-100,-100,6537
8776,-13,-100,-100,6545
8781,-13,-100,-100,6545
8786,-12,-100,-100,6545
8791,-9,-100,-100,6555
8796,-8,-100,-100,6555
8801,-8,-100,-100,6545
8806,-8,-100,-100,6537
8811,-11,-100,-100,6537
8816,-11,-100,-100,6545
8821,-11,-100,-100,6545
8826,-20,-100,-100,6555
8831,-18,-100,-100,6545
8836,-16,-100,-100,6545
8841,-15,-100,-100,6537
8846,-15,-100,-100,6545
8851,-23,-100,-100,6545
8856,-19,-100,-100,6555
8861,-16,-100,-100,6555
8866,-20,-100,-100,6545
8871,-18,-100,-100,6537
8876,-12,-100,-100,6537
8881,-23,-100,-100,6545
8886,-18,-100,-100,6565
8891,-13,-100,-100,6565
8896,-9,-100,-100,6545
8901,-8,-100,-100,6545
8906,-6,-100,-100,6537
8911,-6,-100,-100,6545
8916,-2,-100,-100,6545
8921,-1,-100,-100,6555
8926,0,-100,-100,6555
8931,-1,-100,-100,6555
8936,0,-100,-100,6545
8941,1,-100,-100,6545
8946,4,-100,-100,6545
8951,-1,-100,-100,6555
8956,0,-100,-100,6555
8961,1,-100,-100,6555
8966,1,-100,-100,6545
8971,1,-100,-100,6545
8976,0,-100,-100,6545
8981,-2,-100,-100,6545
8986,-11,-100,-100,6545
8991,-5,-100,-100,6565
8996,-13,-100,-100,6565
9001,-6,-100,-100,6545
9006,-11,-100,-100,6545
9011,-8,-100,-100,6545
9016,-11,-100,-100,6555
9021,-8,-100,-100,6555
9026,-12,-100,-100,6565
9031,-8,-100,-100,6545
9036,-11,-100,-100,6545
9041,-6,-100,-100,6537
9046,-6,-100,-100,6555
9051,-9,-100,-100,6555
9056,-9,-100,-100,6565
9061,-9,-100,-100,6565
9066,-9,-100,-100,6545
9071,-5,-100,-100,6546
9076,-5,-100,-100,6546
9081,-9,-100,-100,6555
9086,-9,-100,-100,6555
9091,-6,-100,-100,6555
9096,-6,-100,-100,6555
9101,-8,-100,-100,6555
9106,-8,-100,-100,6555
9111,-11,-100,-100,6545
9116,-3,-100,-100,6545
9121,-9,-100,-100,6555
9126,-2,-100,-100,6565
9131,-3,-100,-100,6565
9136,-6,-100,-100,6545
9141,-9,-100,-100,6545
9146,-6,-100,-100,6537
9151,-12,-100,-100,6565
9156,-12,-100,-100,6565
9161,-11,-100,-100,6565
9166,-15,-100,-100,6555
9171,-9,-100,-100,6555
9176,-8,-100,-100,6537
9181,-15,-100,-100,6537
9186,-15,-100,-100,6565
9191,-12,-100,-100,6565
9196,-9,-100,-100,6565
9201,-3,-100,-100,6545
9206,-12,-100,-100,6546
9211,-8,-100,-100,6546
9216,-6,-100,-100,6555
9221,-1,-100,-100,6555
9226,-1,-100,-100,6565
9231,-5,-100,-100,6555
9236,-6,-100,-100,6555
9241,-2,-100,-100,6556
9246,-9,-100,-100,6545
9251,-1,-100,-100,6545
9256,-8,-100,-100,6555
9261,-9,-100,-100,6556
9266,-6,-100,-100,6556
9271,-3,-100,-100,6546
9276,-1,-100,-100,6546
9281,-13,-100,-100,6545
9286,-2,-100,-100,6555
9291,-5,-100,-100,6555
9296,-3,-100,-100,6565
9301,-6,-100,-100,6565
9306,-6,-100,-100,6555
9311,-9,-100,-100,6537
9316,-8,-100,-100,6537
9321,-8,-100,-100,6555
9326,-1,-100,-100,6565
9331,-6,-100,-100,6565
9336,-9,-100,-100,6545
9341,-5,-100,-100,6545
9346,-1,-100,-100,6537
9351,-3,-100,-100,6555
9356,-8,-100,-100,6555
9361,-6,-100,-100,6565
9366,-6,-100,-100,6545
9371,-6,-100,-100,6545
9376,-3,-100,-100,6545
9381,-9,-100,-100,6545
9386,-9,-100,-100,6555
9391,-6,-100,-100,6565
9396,-1,-100,-100,6565
9401,-1,-100,-100,6555
9406,-12,-100,-100,6555
9411,-3,-100,-100,6555
9416,-5,-100,-100,6545
9421,-3,-100,-100,6545
9426,-5,-100,-100,6565
9431,-3,-100,-100,6565
9436,-9,-100,-100,6565
9441,-6,-100,-100,6555
9446,-2,-100,-100,6545
9451,-2,-100,-100,6545
9456,-8,-100,-100,6565
9461,-2,-100,-100,6565
9466,-5,-100,-100,6565
9471,0,-100,-100,6555
9476,-5,-100,-100,6555
9481,0,-100,-100,6538
9486,-2,-100,-100,6555
9491,-6,-100,-100,6555
9496,-5,-100,-100,6546
9501,-2,-100,-100,6545
9506,0,-100,-100,6555
9511,-3,-100,-100,6545
9516,-1,-100,-100,6545
9521,-1,-100,-100,6565
9526,-1,-100,-100,6545
9531,-1,-100,-100,6545
9536,-1,-100,-100,6595
9541,-1,-100,-100,6594
9546,-1,-100,-100,6594
9551,-1,-100,-100,6605
9556,-1,-100,-100,6605
9561,-1,-100,-100,6614
9566,-1,-100,-100,6604
9571,-1,-100,-100,6604
9576,-1,-100,-100,6641
9581,-1,-100,-100,6642
9586,-1,-100,-100,6614
9591,-1,-100,-100,6519
9596,-1,-100,-100,6519
9601,-1,-100,-100,6519
9606,-1,-100,-100,6528
9611,-1,-100,-100,6528
9616,-1,-100,-100,6518
9621,-1,-100,-100,6519
9626,-1,-100,-100,6519
9631,-1,-100,-100,6519
9636,-1,-100,-100,6519
9641,-1,-100,-100,6518
9646,-1,-100,-100,6518
9651,-1,-100,-100,6518
9656,-1,-100,-100,6528
9661,-1,-100,-100,6528
9666,-1,-100,-100,6528
9671,-1,-100,-100,6528
9676,-1,-100,-100,6528
9681,-1,-100,-100,6528
9686,-1,-100,-100,6538
9691,-1,-100,-100,6538
9696,-1,-100,-100,6538
9701,-1,-100,-100,6538
9706,-1,-100,-100,6538
9711,-1,-100,-100,6528
9716,-1,-100,-100,6528
9721,-1,-100,-100,6546
9726,-1,-100,-100,6538
9731,-1,-100,-100,6538
9736,-1,-100,-100,6538
9741,-1,-100,-100,6538
9746,-1,-100,-100,6528
9751,-1,-100,-100,6546
9756,-1,-100,-100,6546
9761,-1,-100,-100,6546
9766,
