システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧
1297,0,-27,9,6470
1301,0,-30,7,6470
1305,6,-23,14,6470
1309,6,-25,11,6480
1313,7,-26,10,6480
1317,7,-23,14,6500
1321,13,-20,16,6500
1325,12,-22,14,6500
1329,6,-23,14,6500
1333,7,-24,12,6509
1337,3,-24,12,6509
1341,2,-27,9,6500
1345,2,-25,12,6500
1349,2,-32,4,6500
1353,-2,-31,5,6500
1357,0,-32,4,6480
1361,0,-29,7,6480
1365,0,-31,5,6470
1369,7,-23,13,6470
1373,7,-25,11,6462
1377,9,-25,11,6462
1381,10,-25,11,6480
1385,20,-14,23,6480
1389,14,-19,17,6480
1393,6,-21,15,6480
1397,10,-21,16,6490
1401,13,-15,21,6490
1405,0,-32,5,6480
1409,-4,-31,5,6480
1413,0,-31,6,6462
1417,0,-28,9,6462
1421,-7,-30,6,6443
1425,0,-29,8,6443
1429,0,-31,6,6443
1433,0,-28,9,6443
1437,6,-21,16,6433
1441,9,-26,10,6433
1445,19,-19,17,6453
1449,19,-14,22,6453
1453,19,-15,21,6462
1457,14,-15,22,6462
1461,12,-18,19,6462
1465,2,-22,15,6462
1469,2,-25,12,6462
1473,-3,-31,6,6462
1477,-3,-28,9,6462
1481,-3,-31,6,6462
1485,-2,-27,9,6452
1489,-2,-30,6,6452
1493,0,-26,11,6452
1497,9,-17,20,6452
1501,9,-19,17,6442
1505,7,-23,14,6442
1509,16,-18,19,6462
1513,26,-6,31,6462
1517,17,-13,23,6462
1521,10,-15,22,6462
1525,10,-12,24,6452
1529,3,-20,16,6452
1533,3,-18,19,6462
1537,3,-16,20,6462
1541,-2,-23,13,6470
1545,-2,-22,15,6470
1549,-6,-23,13,6480
1553,-7,-28,8,6480
1557,0,-21,15,6470
1561,0,-20,17,6470
1565,0,-19,18,6480
1569,6,-18,19,6480
1573,6,-16,21,6470
1577,6,-14,22,6470
1581,6,-17,19,6470
1585,3,-18,19,6470
1589,0,-18,18,6480
1593,-3,-20,17,6480
1597,2,-20,16,6470
1601,0,-20,17,6470
1605,-9,-26,11,6490
1609,-9,-25,11,6490
1613,0,-18,18,6480
1617,0,-22,14,6480
1621,-2,-22,14,6490
1625,0,-20,17,6490
1629,3,-21,15,6490
1633,3,-20,17,6490
1637,0,-20,16,6490
1641,0,-19,17,6490
1645,0,-23,13,6490
1649,0,-22,15,6490
1653,0,-21,16,6480
1657,0,-20,17,6480
1661,0,-24,13,6480
1665,7,-17,20,6480
1669,7,-15,21,6470
1673,5,-20,16,6470
1677,5,-18,18,6480
1681,5,-16,20,6480
1685,3,-22,15,6490
1689,-2,-23,13,6490
1693,-2,-22,14,6480
1697,-2,-21,15,6480
1701,0,-19,17,6489
1705,-3,-26,11,6489
1709,0,-22,14,6489
1713,2,-20,17,6489
1717,0,-25,12,6480
1721,2,-22,15,6480
1725,2,-20,16,6480
1729,10,-13,23,6480
1733,13,-9,27,6480
1737,13,-13,24,6480
1741,13,-10,26,6480
1745,14,-8,29,6480
1749,6,-17,19,6462
1753,0,-20,17,6462
1757,0,-19,18,6480
1761,0,-18,18,6480
1765,-3,-20,17,6490
1769,-3,-20,17,6490
1773,-3,-19,17,6499
1777,-3,-24,12,6499
1781,-3,-23,13,6509
1785,-2,-22,15,6509
1789,0,-20,17,6509
1793,0,-19,18,6509
1797,2,-17,19,6509
1801,5,-14,22,6509
1805,3,-15,21,6499
1809,9,-10,26,6499
1813,7,-11,26,6499
1817,6,-16,20,6499
1821,6,-10,27,6489
1825,13,-9,27,6489
1829,12,-9,28,6499
1833,3,-14,22,6499
1837,3,-14,23,6490
1841,0,-11,26,6490
1845,0,-16,20,6499
1849,0,-11,25,6499
1853,-7,-17,19,6519
1857,-3,-16,21,6519
1861,-2,-16,21,6529
1865,-3,-17,20,6529
1869,-9,-22,15,6529
1873,-9,-18,19,6529
1877,-9,-24,12,6529
1881,0,-13,23,6529
1885,-3,-21,15,6539
1889,-3,-21,15,6539
1893,0,-19,18,6539
1897,2,-12,24,6539
1901,0,-15,22,6539
1905,0,-15,21,6539
1909,0,-16,21,6529
1913,6,-12,25,6529
1917,5,-8,29,6529
1921,2,-11,26,6529
1925,2,-12,25,6519
1929,2,-13,24,6519
1933,0,-15,22,6519
1937,0,-11,26,6519
1941,-4,-15,21,6529
1945,0,-13,23,6529
1949,0,-14,22,6539
1953,0,-15,21,6539
1957,-3,-13,23,6547
1961,-2,-14,22,6547
1965,0,-14,22,6547
1969,-3,-17,19,6547
1973,0,-11,25,6547
1977,0,-13,24,6547
1981,0,-14,23,6547
1985,-2,-16,20,6547
1989,-2,-13,24,6539
1993,-2,-14,22,6539
1997,-4,-17,19,6539
2001,-7,-16,20,6539
2005,-2,-15,22,6547
2009,-2,-16,20,6547
2013,-2,-17,19,6547
2017,0,-12,24,6547
2021,0,-14,23,6557
2025,3,-13,24,6557
2029,3,-14,23,6547
2033,3,-10,27,6547
2037,2,-12,25,6547
2041,0,-10,27,6547
2045,2,-10,26,6539
2049,0,-9,28,6539
2053,0,-11,26,6539
2057,-6,-12,24,6539
2061,-4,-14,23,6529
2065,-4,-16,20,6529
2069,-4,-13,23,6547
2073,-4,-15,21,6547
2077,-2,-16,21,6557
2081,-2,-13,24,6557
2085,-2,-15,22,6557
2089,-2,-17,20,6557
2093,-2,-13,23,6557
2097,-2,-11,26,6557
2101,-2,-13,23,6566
2105,0,-14,23,6566
2109,0,-11,26,6566
2113,3,-11,26,6566
2117,0,-15,22,6566
2121,-3,-14,23,6566
2125,2,-12,24,6567
2129,2,-14,23,6567
2133,-4,-19,17,6576
2137,-2,-10,27,6576
2141,-2,-13,24,6567
2145,-3,-11,25,6567
2149,-4,-15,22,6557
2153,-3,-16,20,6557
2157,0,-11,25,6557
2161,3,-11,25,6557
2165,0,-15,21,6567
2169,2,-11,26,6567
2173,10,-7,30,6567
2177,6,-11,26,6567
2181,0,-11,25,6547
2185,0,-14,23,6547
2189,2,-4,32,6557
2193,-2,-10,26,6557
2197,-2,-13,23,6547
2201,-3,-12,25,6547
2205,-3,-14,22,6557
2209,-9,-21,15,6557
2213,-7,-17,19,6557
2217,-7,-20,17,6557
2221,-4,-20,17,6566
2225,-7,-14,22,6566
2229,0,-13,24,6566
2233,2,-13,23,6566
2237,-2,-13,23,6557
2241,0,-14,22,6557
2245,3,-9,27,6557
2249,3,-12,25,6557
2253,6,-11,25,6557
2257,6,-8,29,6557
2261,6,-10,27,6557
2265,5,-12,25,6557
2269,3,-5,31,6547
2273,3,-13,24,6547
2277,2,-5,31,6529
2281,0,-10,26,6529
2285,0,-13,24,6529
2289,3,-8,29,6529
2293,2,-11,26,6547
2297,-4,-13,24,6547
2301,0,-13,24,6539
2305,0,-5,31,6539
2309,0,-9,28,6547
2313,-4,-15,22,6547
2317,0,-10,27,6547
2321,0,-12,24,6547
2325,-10,-22,14,6557
2329,-10,-20,17,6557
2333,-6,-20,17,6567
2337,-10,-20,16,6567
2341,-2,-13,24,6557
2345,0,-9,27,6557
2349,-4,-15,21,6557
2353,-6,-20,17,6557
2357,5,-9,27,6547
2361,2,-14,23,6547
2365,0,-17,20,6547
2369,6,-9,27,6547
2373,10,-8,28,6539
2377,3,-15,22,6539
2381,2,-12,25,6529
2385,3,-13,23,6529
2389,0,-12,24,6529
2393,0,-10,26,6529
2397,3,-16,21,6539
2401,2,-8,29,6539
2405,2,-11,26,6529
2409,5,-6,30,6529
2413,3,-10,26,6519
2417,0,-15,22,6519
2421,3,-9,27,6519
2425,5,-10,26,6519
2429,-2,-17,19,6529
2433,0,-13,24,6529
2437,0,-10,26,6539
2441,-4,-16,20,6539
2445,-6,-15,21,6539
2449,0,-9,27,6539
2453,0,-12,24,6539
2457,-12,-24,13,6539
2461,-7,-18,18,6529
2465,0,-16,21,6529
2469,-6,-22,14,6539
2473,0,-15,22,6539
2477,0,-17,19,6539
2481,-2,-20,16,6539
2485,-4,-19,18,6539
2489,2,-16,20,6539
2493,7,-14,22,6529
2497,0,-15,21,6529
2501,5,-14,23,6529
2505,7,-14,23,6529
2509,16,-3,34,6529
2513,14,-5,31,6529
2517,16,-5,32,6499
2521,16,0,36,6499
2525,9,-7,30,6480
2529,9,1,38,6480
2533,2,-7,30,6500
2537,0,-6,30,6500
2541,-6,-14,23,6500
2545,-4,-11,26,6500
2549,-14,-22,15,6547
2553,-14,-20,16,6547
2557,-19,-18,18,6576
2561,-19,-24,13,6576
2565,-17,-22,15,6606
2569,-17,-21,15,6606
2573,-17,-26,10,6643
2577,-7,-18,19,6643
2581,-7,-16,20,6643
2585,-12,-24,13,6643
2589,-14,-24,13,6625
2593,-9,-15,22,6625
2597,-7,-23,14,6615
2601,-7,-16,21,6615
2605,-10,-22,14,6596
2609,-7,-19,18,6596
2613,-6,-22,15,6586
2617,-10,-23,13,6586
2621,-10,-27,10,6576
2625,-2,-19,18,6576
2629,-2,-22,15,6557
2633,-2,-19,17,6557
2637,0,-21,16,6547
2641,0,-18,19,6547
2649,0,-19,18,6539
2653,0,-21,15,6529
2657,0,-23,13,6529
2661,2,-19,18,6519
2669,0,-24,12,6509
2673,5,-17,20,6509
2677,0,-22,14,6510
2681,0,-24,12,6510
2689,9,-16,21,6500
2693,7,-23,13,6500
2697,9,-17,20,6500
2701,9,-18,19,6490
2709,12,-11,25,6490
2713,12,-17,19,6490
2717,7,-21,16,6490
