システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧,しっぽ,超音波,カラー
2511,-27,-10,27,8158,0,86,40
2516,-23,-6,30,8168,0,86,40
2521,-17,-2,35,8168,0,86,40
2526,-19,-6,31,8168,0,86,40
2531,-20,-5,32,8149,0,86,40
2536,-23,-6,31,8149,0,86,40
2541,-23,-5,31,8149,0,86,39
2546,-23,-8,28,8159,0,86,39
2551,-27,-10,27,8159,0,86,38
2556,-30,-11,25,8159,0,86,38
2561,-21,-6,31,8158,0,86,38
2566,-21,-9,27,8158,0,86,38
2571,-23,-6,31,8149,0,86,37
2576,-19,-7,29,8149,0,86,38
2581,-20,-7,29,8149,0,86,37
2586,-21,-11,26,8149,0,86,37
2591,-14,-6,31,8149,0,86,36
2596,-16,-10,27,8141,0,86,36
2601,-20,-10,26,8131,0,86,36
2606,-21,-14,23,8131,0,86,36
2611,-16,-10,27,8131,0,86,35
2616,-16,-16,21,8131,0,86,36
2621,-19,-15,21,8131,0,86,35
2626,-19,-14,23,8132,0,86,35
2631,-17,-15,22,8132,0,86,35
2636,-14,-15,21,8122,0,86,35
2641,-14,-17,20,8112,0,86,35
2646,-13,-17,19,8112,0,86,35
2651,-11,-17,19,8122,0,86,35
2656,-6,-11,25,8122,0,86,35
2661,5,-9,27,8122,0,86,35
2666,0,-12,25,8122,0,85,35
2671,-6,-19,17,8122,0,85,35
2676,3,-9,27,8122,0,85,35
2681,0,-11,25,8131,0,85,35
2686,0,-15,22,8131,0,85,35
2691,2,-17,20,8141,0,85,35
2696,0,-13,24,8141,0,85,35
2701,-6,-16,21,8131,0,85,35
2706,2,-15,22,8141,0,85,35
2711,6,-15,21,8141,0,85,36
2716,3,-15,22,8149,0,86,36
2721,0,-19,17,8148,0,86,36
2726,0,-21,15,8148,0,86,36
2731,0,-19,17,8158,0,86,36
2736,3,-16,21,8158,0,86,36
2741,5,-17,20,8158,0,86,36
2746,7,-13,23,8158,0,85,36
2751,7,-15,21,8158,0,85,36
2756,7,-13,24,8158,0,85,36
2761,7,-18,18,8158,0,85,36
2766,7,-15,21,8158,0,85,37
2771,0,-21,16,8168,0,86,37
2776,0,-19,18,8168,0,86,37
2781,6,-17,20,8158,0,86,37
2786,6,-14,22,8168,0,86,37
2791,6,-20,17,8168,0,86,37
2796,10,-14,23,8168,0,86,37
2801,3,-19,18,8168,0,86,37
2806,5,-15,21,8168,0,86,38
2811,12,-12,24,8177,0,86,38
2816,7,-16,20,8177,0,86,38
2821,7,-17,20,8177,0,85,38
2826,10,-16,21,8168,0,85,39
2831,7,-14,22,8168,0,85,38
2836,3,-17,19,8168,0,85,39
2841,6,-17,20,8178,0,85,39
2846,10,-15,21,8178,0,85,39
2851,7,-13,23,8178,0,85,39
2856,5,-16,21,8177,0,85,39
2861,10,-14,23,8177,0,85,39
2866,13,-12,24,8178,0,85,40
2871,9,-11,26,8178,0,85,40
2876,9,-12,25,8177,0,85,40
2881,12,-7,29,8177,0,85,40
2886,12,-12,24,8177,0,85,40
2891,9,-10,26,8168,0,85,40
2896,9,-11,25,8168,0,84,40
2901,6,-10,27,8178,0,84,40
2906,6,-11,25,8177,0,84,40
2911,5,-9,27,8177,0,84,40
2916,6,-14,23,8177,0,84,41
2921,2,-13,24,8177,0,84,41
2926,0,-12,25,8177,0,84,42
2931,6,-10,27,8177,0,84,42
2936,9,-6,31,8178,0,84,42
2941,5,-6,31,8178,0,84,42
2946,7,-7,30,8168,0,84,42
2951,7,-8,28,8168,0,84,41
2956,5,-7,30,8168,0,84,41
2961,5,-1,36,8168,0,84,41
2966,0,-7,30,8168,0,84,41
2971,-4,-12,25,8158,0,84,42
2976,0,-4,32,8158,0,84,42
2981,-6,-7,30,8178,0,84,42
2986,0,-7,30,8168,0,84,42
2991,-7,-10,27,8168,0,84,42
2996,-4,-7,29,8168,0,84,42
3001,0,-4,32,8177,0,84,41
3006,-3,-5,31,8177,0,84,41
3011,-3,-5,31,8168,0,84,41
3016,0,-7,30,8168,0,84,41
3021,-6,-5,31,8168,0,84,41
3026,-9,-11,26,8168,0,84,41
3031,-3,-3,33,8168,0,84,42
3036,-3,-7,30,8177,0,84,42
3041,-11,-7,29,8168,0,84,42
3046,-4,-4,33,8168,0,84,41
3051,-1,1,38,8168,0,84,41
3056,-1,-3,34,8168,0,84,41
3061,-6,-2,35,8168,0,85,41
3066,-6,-3,34,8168,0,85,41
3071,-6,-3,33,8168,0,85,41
3076,-6,0,36,8168,0,85,41
3081,-14,-2,34,8168,0,84,41
3086,-20,-8,28,8168,0,84,41
3091,-24,-5,31,8168,0,84,40
3096,-21,-11,26,8167,0,84,40
3101,-17,-6,30,8177,0,84,39
3106,-31,-17,20,8187,0,87,39
3111,-28,-14,22,8187,0,87,38
3116,-13,-4,32,8197,0,87,39
3121,-14,-3,33,8187,0,87,39
3126,-11,-4,32,8187,0,87,39
3131,-16,-5,31,8168,0,87,39
3136,-14,-11,26,8168,0,87,38
3141,-11,-7,30,8168,0,87,38
3146,-11,-5,32,8168,0,255,38
3151,-14,-5,32,8168,0,255,37
3156,-20,-11,26,8158,0,255,37
3161,-19,-13,24,8158,0,255,37
3166,-19,-11,25,8158,0,255,37
3171,-17,-9,28,8158,0,255,37
3176,-20,-13,23,8158,0,255,36
3181,-20,-12,25,8158,0,255,36
3186,-20,-18,18,8158,0,255,36
3191,-13,-12,25,8158,0,255,36
3196,-9,-15,22,8149,0,255,35
3201,-11,-13,24,8141,0,255,36
3206,-11,-10,26,8141,0,255,36
3211,-6,-9,27,8141,0,255,36
3216,-6,-14,23,8141,0,255,35
3221,-3,-9,28,8131,0,255,36
3226,-7,-16,21,8141,0,255,36
3231,-6,-15,21,8141,0,255,36
3236,0,-12,25,8149,0,255,35
3241,0,-11,25,8148,0,255,35
3246,-1,-15,21,8148,0,255,35
3251,-3,-12,25,8148,0,255,35
3256,-1,-15,22,8148,0,255,35
3261,2,-12,25,8148,0,255,35
3266,3,-11,26,8158,0,255,35
3271,2,-10,26,8158,0,255,36
3276,2,-14,23,8148,0,255,36
3281,5,-11,26,8140,0,255,35
3286,5,-13,23,8140,0,255,35
3291,2,-10,27,8158,0,255,35
3296,5,-11,25,8158,0,255,35
3301,-4,-15,21,8158,0,255,35
3306,-4,-18,18,8158,0,255,35
3311,-4,-17,20,8158,0,255,35
3316,-3,-15,21,8168,0,255,35
3321,-3,-18,18,8168,0,255,36
3326,-3,-17,20,8168,0,255,35
3331,0,-18,19,8168,0,255,35
3336,0,-20,17,8168,0,255,35
3341,6,-14,22,8168,0,255,35
3346,5,-12,24,8168,0,255,35
3351,9,-8,28,8168,0,255,36
3356,9,-11,26,8168,0,255,36
3361,10,-8,29,8158,0,255,36
3366,10,-10,27,8158,0,255,36
3371,0,-17,19,8148,0,255,36
3376,2,-18,19,8148,0,255,36
3381,2,-15,21,8158,0,255,36
3386,-1,-15,22,8168,0,255,36
3391,-1,-13,23,8168,0,255,36
3396,-1,-16,20,8168,0,255,36
3401,0,-18,19,8168,0,255,36
3406,6,-12,25,8168,0,255,36
3411,3,-15,21,8168,0,255,36
3416,5,-16,21,8168,0,255,36
3421,10,-10,27,8168,0,255,37
3426,2,-16,21,8168,0,255,37
3431,2,-13,23,8168,0,255,37
3436,0,-13,24,8168,0,255,36
3441,-6,-19,18,8168,0,255,36
3446,0,-17,19,8168,0,255,36
3451,3,-13,23,8168,0,255,37
3456,-6,-20,16,8167,0,255,36
3461,0,-15,22,8167,0,255,37
3466,12,-6,31,8177,0,255,37
3471,7,-10,26,8177,0,255,37
3476,9,-11,26,8168,0,255,37
3481,10,-7,29,8158,0,255,37
3486,6,-11,25,8158,0,255,37
3491,7,-8,28,8158,0,255,37
3496,7,-10,27,8158,0,255,37
3501,5,-9,28,8168,0,255,37
3506,-6,-13,23,8168,0,255,37
3511,3,-11,26,8168,0,255,37
3516,3,-9,28,8167,0,255,37
3521,-4,-11,25,8168,0,255,37
3526,-6,-11,25,8168,0,255,37
3531,0,-11,25,8177,0,255,37
3536,0,-10,27,8177,0,255,37
3541,-1,-13,24,8177,0,255,37
3546,-1,-11,26,8177,0,255,37
3551,-3,-11,26,8177,0,255,37
3556,-7,-16,21,8177,0,255,37
3561,-10,-16,20,8168,0,255,36
3566,-4,-12,25,8168,0,255,37
3571,-14,-17,20,8167,0,255,37
3576,-7,-16,20,8168,0,255,37
3581,9,-5,31,8168,0,255,37
3586,6,-5,31,8167,0,255,37
3591,3,-6,31,8167,0,255,37
3596,3,-8,28,8148,0,255,37
3601,5,-9,27,8158,0,255,37
3606,5,-4,33,8158,0,255,37
3611,3,-7,29,8158,0,255,37
3616,0,-8,29,8158,0,255,37
3621,-9,-12,25,8158,0,255,37
3626,-6,-10,27,8158,0,255,37
3631,-1,-6,30,8158,0,255,37
3636,-3,-11,26,8168,0,255,37
3641,-13,-12,25,8158,0,255,37
3646,-6,-8,28,8158,0,255,36
3651,-6,-12,25,8168,0,255,37
3656,-6,-11,25,8168,0,255,36
3661,2,-6,31,8168,0,255,36
3666,-1,-7,30,8158,0,255,37
3671,-4,-8,29,8158,0,255,37
3676,0,-9,28,8158,0,255,37
3681,3,-6,31,8158,0,255,37
3686,-7,-7,30,8158,0,255,37
3691,-7,-11,26,8148,0,255,36
3696,-9,-12,25,8148,0,255,36
3701,-13,-14,23,8158,0,255,36
3706,-6,-6,30,8158,0,255,36
3711,-6,-10,26,8158,0,255,36
3716,-7,-7,30,8158,0,255,35
3721,-4,-5,31,8158,0,255,36
3726,0,-7,29,8158,0,255,36
3731,2,-1,35,8158,0,255,36
3736,0,-6,30,8159,0,255,36
3741,-9,-7,29,8141,0,255,36
3746,-11,-13,24,8148,0,255,36
3751,-17,-13,24,8148,0,255,35
3756,-16,-17,20,8158,0,255,35
3761,-6,-7,29,8158,0,255,35
3766,-6,-12,25,8158,0,90,35
3771,-9,-13,24,8158,0,90,35
3776,0,-4,33,8158,0,90,36
3781,3,-6,31,8158,0,90,36
3786,0,-3,34,8149,0,90,36
3791,0,-7,30,8149,0,89,36
3796,-6,-6,30,8131,0,89,35
3801,-16,-13,24,8141,0,89,35
3806,-16,-14,23,8141,0,89,35
3811,-10,-11,25,8158,0,89,35
3816,-14,-14,23,8158,0,89,34
3821,-19,-17,19,8158,0,89,35
3826,-14,-15,21,8158,0,89,35
3831,-11,-14,23,8158,0,89,35
3836,-6,-11,25,8158,0,89,35
3841,-7,-12,25,8158,0,88,35
3846,-7,-16,21,8158,0,88,35
3851,-6,-14,22,8148,0,88,35
3856,-3,-12,24,8148,0,88,34
3861,-4,-12,24,8158,0,88,34
3866,-9,-15,22,8158,0,88,34
3871,-9,-14,22,8158,0,87,34
3876,-6,-16,20,8158,0,87,34
3881,-6,-15,21,8158,0,87,34
3886,-4,-14,23,8158,0,87,34
3891,-6,-14,22,8158,0,87,34
3896,-6,-17,19,8158,0,87,34
3901,-6,-16,20,8158,0,87,34
3906,0,-12,24,8167,0,87,34
3911,0,-11,25,8167,0,87,34
3916,0,-14,23,8168,0,87,34
3921,0,-13,24,8168,0,87,34
3926,-1,-12,24,8168,0,87,34
3931,-1,-15,22,8168,0,87,35
3936,-1,-13,23,8168,0,87,34
3941,-7,-16,21,8158,0,87,35
3946,-3,-13,24,8158,0,85,34
3951,-3,-16,21,8158,0,85,34
3956,-6,-20,16,8168,0,85,34
3961,-6,-18,18,8167,0,85,34
3966,-6,-17,19,8167,0,85,34
3971,-6,-16,20,8167,0,85,34
3976,-4,-18,19,8167,0,84,34
3981,-4,-17,20,8167,0,84,35
3986,0,-17,20,8168,0,84,35
3991,0,-19,18,8168,0,84,35
3996,0,-16,20,8168,0,84,34
4001,0,-14,22,8167,0,84,35
4006,0,-17,20,8167,0,84,35
4011,0,-19,18,8167,0,84,35
4016,0,-16,20,8167,0,84,35
4021,0,-18,18,8167,0,84,34
4026,-3,-21,15,8167,0,83,35
4031,6,-10,27,8167,0,83,35
4036,6,-12,24,8167,0,83,35
4041,6,-14,23,8168,0,83,35
4046,3,-13,24,8168,0,83,35
4051,-6,-20,16,8168,0,82,35
4056,-7,-23,14,8167,0,82,35
4061,-1,-17,19,8167,0,82,35
4066,-1,-23,14,8167,0,82,35
4071,-7,-23,13,8167,0,82,35
4076,0,-17,20,8168,0,82,35
4081,0,-22,14,8168,0,82,35
4086,5,-12,24,8168,0,82,35
4091,5,-18,19,8167,0,82,36
4096,5,-15,22,8167,0,82,36
4101,3,-21,16,8167,0,81,36
4106,2,-18,19,8168,0,81,36
4111,0,-20,17,8168,0,81,35
4116,-4,-19,17,8167,0,81,35
4121,-3,-24,12,8167,0,81,35
4126,-3,-21,15,8167,0,81,35
4131,0,-24,12,8167,0,81,35
4136,0,-21,16,8167,0,81,35
4141,-3,-23,13,8167,0,81,36
4146,0,-18,18,8167,0,81,36
4151,2,-22,14,8167,0,81,36
4156,7,-16,21,8167,0,81,36
4161,7,-20,17,8167,0,81,36
4166,7,-16,21,8167,0,81,36
4171,5,-21,15,8168,0,81,36
4176,2,-23,14,8167,0,81,36
4181,0,-20,17,8167,0,81,36
4186,0,-24,12,8168,0,81,36
4191,3,-19,18,8168,0,81,36
4196,0,-25,12,8158,0,81,36
4201,3,-19,18,8158,0,81,36
4206,0,-25,12,8158,0,81,36
4211,0,-21,16,8158,0,81,37
4216,7,-21,16,8158,0,81,37
4221,7,-16,20,8148,0,81,37
4226,10,-19,18,8148,0,81,37
4231,10,-18,19,8148,0,80,38
4236,10,-21,16,8148,0,80,38
4241,7,-17,19,8158,0,80,37
4246,0,-25,12,8158,0,80,37
4251,-3,-22,14,8158,0,80,37
4256,0,-25,12,8158,0,80,37
4261,0,-20,16,8148,0,80,38
4266,0,-25,12,8148,0,80,37
4271,5,-21,15,8148,0,80,38
4276,10,-17,19,8148,0,80,38
4281,10,-20,16,8148,0,80,38
4286,9,-16,21,8148,0,80,38
4291,5,-21,15,8148,0,80,38
4296,5,-20,16,8148,0,80,39
4301,3,-21,16,8148,0,80,39
4306,13,-14,22,8148,0,78,39
4311,13,-13,23,8148,0,78,39
4316,2,-19,18,8148,0,78,39
4321,6,-16,20,8140,0,78,39
4326,0,-20,17,8140,0,78,39
4331,0,-20,17,8140,0,79,39
4336,5,-20,16,8140,0,79,39
4341,5,-19,17,8148,0,79,39
4346,0,-22,15,8148,0,79,39
4351,0,-21,15,8148,0,79,39
4356,6,-17,19,8140,0,79,39
4361,3,-18,18,8140,0,80,39
4366,0,-20,17,8140,0,80,40
4371,7,-16,21,8140,0,80,40
4376,7,-15,21,8140,0,80,40
4381,6,-15,21,8140,0,76,40
4386,9,-13,23,8140,0,76,40
4391,6,-14,22,8140,0,76,40
4396,0,-18,19,8140,0,76,40
4401,2,-17,20,8140,0,76,40
4406,0,-18,19,8140,0,79,40
4411,-7,-22,15,8140,0,79,40
4416,0,-18,18,8140,0,79,40
4421,0,-18,18,8140,0,79,40
4426,2,-17,19,8130,0,79,40
4431,2,-21,16,8130,0,76,40
4436,3,-16,21,8141,0,76,40
4441,7,-13,23,8131,0,76,40
4446,7,-13,24,8131,0,76,40
4451,7,-13,24,8130,0,76,41
4456,7,-12,24,8131,0,76,40
4461,2,-11,25,8131,0,78,40
4466,0,-17,19,8131,0,78,40
4471,0,-13,23,8131,0,78,40
4476,0,-14,22,8131,0,78,40
4481,-1,-15,21,8131,0,78,40
4486,-1,-16,21,8131,0,78,40
4491,-4,-18,19,8131,0,78,40
4496,-3,-18,19,8131,0,78,40
4501,3,-11,26,8131,0,78,40
4506,0,-13,23,8131,0,79,40
4511,0,-14,22,8131,0,79,40
4516,0,-15,22,8131,0,79,41
4521,0,-15,21,8131,0,79,41
4526,0,-12,25,8131,0,79,40
4531,0,-9,27,8131,0,80,40
4536,-1,-11,25,8131,0,80,40
4541,-3,-14,23,8121,0,80,40
4546,-1,-14,23,8131,0,80,40
4551,0,-14,23,8131,0,80,40
4556,-4,-9,27,8121,0,80,40
4561,-6,-16,20,8121,0,80,40
4566,0,-10,26,8121,0,80,40
4571,0,-8,29,8131,0,80,40
4576,-4,-12,25,8131,0,80,40
4581,-6,-15,22,8131,0,80,40
4586,-3,-11,26,8131,0,80,40
4591,-7,-11,25,8131,0,80,40
4596,-11,-16,21,8121,0,80,39
4601,-3,-10,27,8121,0,80,39
4606,-3,-12,25,8121,0,80,39
4611,-7,-16,21,8131,0,80,39
4616,0,-9,27,8131,0,76,39
4621,2,-6,30,8131,0,76,39
4626,-9,-15,22,8121,0,76,39
4631,-3,-13,23,8121,0,76,39
4636,2,-8,29,8131,0,76,39
4641,-3,-9,28,8131,0,83,39
4646,-13,-17,20,8131,0,83,39
4651,-10,-14,23,8121,0,83,39
4656,-10,-13,24,8121,0,83,38
4661,-10,-12,25,8131,0,83,38
4666,0,-9,28,8121,0,82,38
4671,0,-11,26,8121,0,82,38
4676,-4,-11,26,8121,0,82,38
4681,0,-7,30,8121,0,82,39
4686,6,-6,31,8121,0,82,39
4691,0,-7,30,8111,0,82,39
4696,-4,-8,29,8111,0,82,39
4701,-4,-7,30,8121,0,82,38
4706,-11,-14,23,8121,0,82,38
4711,-11,-9,27,8121,0,82,38
4716,-17,-16,20,8131,0,83,38
4721,-17,-20,17,8131,0,83,37
4726,-6,-9,28,8131,0,83,38
4731,-9,-14,23,8131,0,83,38
4736,0,-11,26,8131,0,83,38
4741,0,-5,31,8121,0,83,38
4746,-4,-10,26,8121,0,83,38
4751,2,-6,31,8121,0,83,38
4756,0,-5,31,8121,0,83,38
4761,-19,-16,21,8111,0,255,37
4766,-14,-17,20,8111,0,255,37
4771,-10,-14,23,8121,0,255,37
4776,-10,-13,24,8121,0,255,37
4781,-13,-14,22,8131,0,255,37
4786,-13,-18,19,8131,0,255,37
4791,-13,-17,20,8131,0,255,37
4796,-6,-12,25,8130,0,255,37
4801,2,-6,30,8130,0,255,37
4806,6,-7,30,8130,0,255,37
4811,-11,-15,22,8121,0,255,37
4816,-11,-14,22,8121,0,255,37
4821,-4,-13,23,8121,0,255,36
4826,-17,-23,13,8131,0,255,36
4831,-16,-22,15,8131,0,255,36
4836,-10,-17,19,8130,0,255,36
4841,-16,-20,17,8130,0,255,36
4846,-9,-19,18,8130,0,255,36
4851,2,-11,26,8130,0,255,36
4856,0,-14,22,8130,0,255,36
4861,2,-15,22,8130,0,255,36
4866,0,-13,23,8140,0,255,36
4871,0,-12,25,8140,0,255,36
4876,-4,-16,20,8140,0,255,36
4881,-4,-14,22,8140,0,255,36
4886,-6,-18,19,8140,0,255,36
4891,-1,-17,20,8140,0,255,36
4896,-6,-21,15,8140,0,255,36
4901,-6,-19,18,8140,0,255,36
4906,0,-13,23,8140,0,255,36
4911,-1,-20,17,8140,0,255,36
4916,2,-15,22,8140,0,255,36
4921,0,-17,19,8140,0,255,36
4926,0,-15,22,8140,0,255,36
4931,-1,-21,16,8140,0,255,36
4936,0,-17,20,8140,0,255,36
4941,-4,-21,16,8140,0,50,35
4946,-4,-18,19,8140,0,50,36
4951,-1,-18,19,8140,0,50,36
4956,-1,-19,17,8140,0,50,36
4961,0,-16,21,8140,0,47,36
4966,0,-17,19,8140,0,47,36
4971,0,-18,18,8140,0,47,36
4976,3,-17,19,8140,0,47,36
4981,5,-17,20,8140,0,47,36
4986,5,-17,19,8140,0,48,36
4991,2,-15,21,8140,0,48,36
4996,2,-16,20,8148,0,48,36
5001,0,-22,14,8140,0,48,36
5006,-3,-20,16,8140,0,48,36
5011,0,-19,17,8140,0,46,36
5016,2,-19,18,8140,0,46,36
5021,-1,-21,16,8130,0,46,37
5026,-4,-19,17,8140,0,46,36
5031,2,-21,16,8140,0,46,37
5036,0,-22,15,8140,0,46,36
5041,0,-22,15,8140,0,46,36
5046,3,-20,16,8140,0,46,37
5051,7,-18,19,8140,0,46,37
5056,6,-18,19,8140,0,46,36
5061,7,-17,19,8140,0,42,37
5066,10,-15,21,8140,0,42,37
5071,9,-11,25,8140,0,42,37
5076,3,-19,17,8140,0,42,37
5081,3,-19,18,8140,0,41,37
5086,5,-18,19,8140,0,41,37
5091,0,-20,16,8140,0,41,38
5096,3,-19,18,8140,0,41,37
5101,0,-20,16,8140,0,42,37
5106,0,-20,16,8140,0,42,38
5111,-3,-22,14,8140,0,42,37
5116,0,-21,16,8140,0,42,37
5121,3,-23,14,8140,0,42,38
5126,3,-18,19,8140,0,53,38
5131,3,-18,19,8148,0,53,38
5136,15,-15,22,8148,0,53,38
5141,12,-11,25,8140,0,53,38
5146,6,-18,18,8140,0,53,38
5151,10,-11,25,8140,0,44,38
5156,2,-16,21,8148,0,44,38
5161,-4,-23,13,8140,0,44,38
5166,5,-18,19,8140,0,44,39
5171,2,-19,17,8148,0,44,39
5176,0,-20,17,8148,0,46,39
5181,0,-20,17,8148,0,46,39
5186,0,-20,17,8148,0,46,39
5191,2,-18,18,8148,0,46,39
5196,0,-19,17,8148,0,42,39
5201,9,-18,19,8147,0,42,39
5206,16,-8,28,8147,0,42,39
5211,5,-14,22,8140,0,42,39
5216,5,-14,22,8140,0,42,39
5221,7,-13,24,8130,0,35,40
5226,0,-17,20,8130,0,35,39
5231,0,-17,20,8130,0,35,39
