システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧,しっぽ,超音波,カラー
5094,4,-13,24,8219,0,87,40
5099,2,-11,26,8219,0,87,40
5104,8,-8,28,8219,0,88,40
5109,1,-13,24,8219,0,88,40
5114,0,-14,23,8219,0,88,40
5119,-2,-12,25,8219,0,88,40
5124,-2,-9,27,8219,0,88,39
5129,0,-14,23,8209,0,88,40
5134,1,-10,26,8209,0,88,39
5139,1,-8,29,8209,0,255,40
5144,2,-9,28,8219,0,255,39
5149,1,-7,30,8209,0,255,40
5154,-1,-10,27,8209,0,255,40
5159,-2,-8,28,8219,0,255,40
5164,1,-8,28,8219,0,255,40
5169,-2,-8,29,8219,0,255,40
5174,-10,-11,26,8219,0,255,40
5179,0,-8,28,8219,0,255,39
5184,0,-6,30,8229,0,255,40
5189,-1,-5,31,8219,0,255,39
5194,-2,-8,28,8219,0,255,40
5199,-2,-3,34,8219,0,255,40
5204,-10,-11,26,8219,0,255,40
5209,-4,-6,30,8219,0,255,40
5214,-1,0,37,8228,0,255,39
5219,-7,-7,29,8228,0,255,39
5224,-8,-7,29,8209,0,255,39
5229,-7,-6,30,8236,0,255,39
5234,-4,0,36,8236,0,255,39
5239,-4,-1,36,8245,0,255,39
5244,-12,-6,31,8247,0,255,39
5249,-10,-1,35,8229,0,255,38
5254,-15,-6,31,8246,0,255,38
5259,-22,-11,25,8246,0,255,38
5264,-22,-9,28,8255,0,255,38
5269,-28,-11,26,8265,0,255,38
5274,-29,-14,22,8265,0,255,37
5279,-25,-10,26,8265,0,255,37
5284,-25,-9,27,8265,0,255,37
5289,-21,-10,27,8265,0,255,36
5294,-11,-3,34,8255,0,255,36
5299,-15,-3,33,8255,0,255,36
5304,-22,-10,27,8236,0,255,36
5309,-21,-8,28,8246,0,255,36
5314,-22,-12,25,8246,0,255,35
5319,-25,-8,28,8246,0,255,35
5324,-28,-14,23,8246,0,255,35
5329,-24,-11,26,8246,0,255,35
5334,-21,-12,24,8246,0,255,34
5339,-21,-11,25,8246,0,255,34
5344,-17,-12,25,8236,0,255,34
5349,-18,-11,26,8236,0,255,34
5354,-25,-14,23,8236,0,255,34
5359,-7,-3,34,8229,0,255,34
5364,-10,-7,30,8229,0,255,34
5369,-22,-16,20,8209,0,255,33
5374,-21,-18,19,8209,0,255,33
5379,-14,-12,24,8209,0,255,33
5384,-21,-22,15,8199,0,255,33
5389,-24,-21,15,8190,0,255,33
5394,-18,-20,17,8190,0,255,32
5399,-18,-21,15,8180,0,255,33
5404,-8,-17,20,8181,0,255,33
5409,-8,-17,19,8171,0,255,33
5414,-8,-18,19,8161,0,255,33
5419,-7,-17,19,8161,0,255,33
5424,-5,-20,16,8144,0,255,33
5429,0,-17,20,8161,0,255,32
5434,-5,-19,18,8161,0,255,32
5439,-4,-18,18,8180,0,255,32
5444,4,-17,20,8180,0,255,32
5449,2,-20,16,8190,0,255,32
5454,5,-20,16,8189,0,255,33
5459,11,-15,22,8189,0,255,33
5464,4,-20,16,8189,0,255,33
5469,4,-22,15,8199,0,255,33
5474,4,-23,14,8199,0,255,33
5479,4,-20,16,8189,0,255,33
5484,7,-23,13,8189,0,255,33
5489,7,-24,13,8199,0,255,33
5494,9,-23,14,8199,0,255,33
5499,14,-20,17,8199,0,255,33
5504,21,-15,21,8199,0,255,33
5509,21,-18,18,8209,0,255,34
5514,21,-17,20,8209,0,255,34
5519,21,-16,21,8218,0,255,35
5524,15,-18,19,8219,0,255,35
5529,12,-19,17,8209,0,255,35
5534,7,-21,15,8228,0,255,35
5539,4,-23,13,8228,0,255,34
5544,4,-23,13,8228,0,255,34
5549,12,-22,14,8228,0,255,34
5554,14,-20,17,8228,0,255,35
5559,12,-20,17,8228,0,255,35
5564,16,-20,16,8228,0,255,35
5569,22,-15,21,8228,0,255,36
5574,18,-16,21,8228,0,255,36
5579,21,-16,20,8228,0,255,36
5584,22,-14,23,8228,0,255,36
5589,16,-15,21,8236,0,255,36
5594,9,-18,18,8236,0,255,37
5599,8,-22,15,8236,0,255,37
5604,8,-21,16,8236,0,255,37
5609,5,-18,19,8246,0,255,36
5614,7,-20,16,8245,0,255,37
5619,7,-19,17,8245,0,255,37
5624,7,-19,18,8245,0,255,37
5629,14,-14,23,8245,0,255,37
5634,16,-16,21,8245,0,255,38
5639,14,-15,21,8245,0,255,38
5644,19,-11,26,8246,0,76,38
5649,18,-14,23,8246,0,76,38
5654,12,-12,25,8236,0,76,38
5659,12,-15,22,8236,0,76,39
5664,12,-14,23,8236,0,76,39
5669,7,-16,21,8236,0,76,39
5674,2,-14,22,8236,0,76,39
5679,5,-13,24,8246,0,76,39
5684,5,-13,23,8245,0,76,39
5689,5,-17,20,8245,0,76,39
5694,9,-14,22,8255,0,76,39
5699,5,-12,25,8255,0,76,39
5704,8,-14,22,8255,0,76,39
5709,2,-13,23,8236,0,76,39
5714,1,-14,22,8236,0,76,39
5719,4,-13,24,8246,0,76,40
5724,5,-13,24,8245,0,76,40
5729,-1,-16,20,8245,0,76,40
5734,-1,-13,24,8246,0,76,40
5739,2,-12,24,8246,0,76,40
5744,2,-13,24,8236,0,76,39
5749,7,-10,26,8246,0,76,40
5754,5,-12,25,8246,0,76,40
5759,5,-8,28,8246,0,76,40
5764,11,-5,31,8246,0,76,40
5769,7,-8,28,8246,0,76,40
5774,-1,-9,27,8236,0,76,40
5779,1,-10,27,8236,0,76,41
5784,1,-7,29,8236,0,76,40
5789,-2,-7,30,8236,0,76,40
5794,-10,-14,23,8236,0,76,40
5799,-10,-16,21,8236,0,76,40
5804,-10,-10,26,8235,0,76,40
5809,-10,-13,23,8245,0,76,40
5814,-10,-16,21,8245,0,76,39
5819,-8,-13,24,8245,0,76,40
5824,-1,-11,26,8246,0,76,40
5829,-1,-9,28,8236,0,76,40
5834,1,-6,31,8236,0,76,40
5839,1,-8,29,8228,0,76,40
5844,4,-4,33,8229,0,76,40
5849,4,-2,34,8229,0,76,40
5854,-5,-10,27,8209,0,76,39
5859,-4,-4,33,8209,0,76,39
5864,-2,-6,30,8228,0,76,39
5869,-15,-12,24,8219,0,76,39
5874,-15,-12,24,8219,0,76,39
5879,-15,-12,24,8236,0,76,39
5884,-15,-12,24,8235,0,76,39
5889,-17,-13,23,8245,0,76,39
5894,-12,-11,26,8236,0,76,39
5899,-14,-12,25,8236,0,76,38
5904,-10,-13,23,8236,0,76,38
5909,-5,-6,31,8245,0,76,38
5914,-7,-11,26,8245,0,76,38
5919,0,-6,31,8236,0,76,38
5924,0,-5,32,8236,0,76,38
5929,-4,-6,30,8228,0,76,38
5934,-8,-8,28,8228,0,76,38
5939,-8,-8,28,8228,0,76,38
5944,-14,-12,25,8236,0,76,38
5949,-12,-11,26,8236,0,76,38
5954,-10,-6,30,8236,0,76,38
5959,-10,-11,26,8236,0,76,37
5964,-5,-4,32,8236,0,76,37
5969,-5,-8,28,8236,0,76,37
5974,-8,-10,27,8228,0,76,37
5979,-8,-6,31,8228,0,76,37
5984,-4,-4,32,8236,0,76,37
5989,-11,-9,28,8228,0,76,37
5994,-12,-14,23,8228,0,76,37
5999,-14,-11,26,8228,0,76,37
6004,-17,-10,27,8228,0,76,37
6009,-17,-15,21,8236,0,76,36
6014,-19,-17,20,8236,0,76,36
6019,-17,-17,20,8236,0,76,36
6024,-17,-17,19,8235,0,76,36
6029,-14,-12,24,8236,0,76,36
6034,-7,-13,24,8236,0,76,36
6039,1,-4,32,8235,0,76,36
6044,-4,-11,26,8236,0,76,36
6049,-7,-12,24,8228,0,76,36
6054,-1,-9,28,8236,0,76,36
6059,-1,-8,28,8236,0,76,36
6064,-5,-14,23,8228,0,76,36
6069,-4,-9,28,8236,0,76,35
6074,-12,-17,19,8236,0,76,35
6079,-8,-15,22,8245,0,76,35
6084,-2,-11,26,8245,0,76,36
6089,-8,-14,23,8235,0,76,36
6094,-7,-17,20,8236,0,76,36
6099,-4,-10,26,8236,0,76,35
6104,-7,-16,21,8245,0,76,35
6109,0,-11,25,8245,0,76,35
6114,-7,-14,22,8245,0,76,35
6119,-7,-14,23,8245,0,76,35
6124,0,-13,23,8245,0,76,35
6129,-8,-13,24,8245,0,76,35
6134,-1,-13,24,8245,0,76,35
6139,-2,-12,24,8245,0,76,35
6144,-5,-13,23,8246,0,76,35
6149,-4,-12,24,8245,0,76,35
6154,-7,-17,19,8245,0,76,35
6159,-8,-17,19,8245,0,76,35
6164,-10,-18,19,8245,0,76,34
6169,-10,-17,19,8245,0,76,34
6174,-5,-18,19,8245,0,76,34
6179,-8,-22,14,8245,0,76,34
6184,-2,-21,16,8245,0,76,34
6189,1,-17,20,8245,0,76,35
6194,1,-15,21,8245,0,76,35
6199,1,-13,23,8245,0,76,34
6204,4,-14,22,8245,0,77,34
6209,2,-17,19,8245,0,77,34
6214,2,-19,18,8245,0,77,34
6219,8,-13,24,8245,0,77,34
6224,-1,-19,17,8245,0,77,34
6229,0,-16,20,8246,0,77,34
6234,1,-18,19,8246,0,77,34
6239,-1,-17,20,8245,0,77,35
6244,-4,-20,16,8245,0,77,34
6249,2,-19,18,8245,0,77,35
6254,0,-21,16,8246,0,77,35
6259,-2,-19,17,8246,0,77,34
6264,-2,-21,15,8236,0,77,34
6269,2,-20,16,8245,0,77,34
6274,4,-20,17,8245,0,80,34
6279,8,-18,19,8228,0,80,34
6284,5,-20,17,8228,0,80,34
6289,5,-16,20,8236,0,80,34
6294,5,-21,15,8246,0,80,34
6299,7,-16,20,8246,0,80,34
6304,0,-21,16,8236,0,80,34
6309,1,-21,15,8236,0,80,35
6314,5,-19,17,8236,0,80,35
6319,8,-18,19,8236,0,80,35
6324,8,-18,19,8236,0,80,35
6329,7,-18,18,8236,0,80,35
6334,12,-15,21,8236,0,80,35
6339,12,-11,25,8236,0,80,35
6344,12,-12,25,8236,0,80,35
6349,11,-13,24,8228,0,80,35
6354,11,-13,24,8228,0,80,35
6359,8,-15,22,8236,0,80,35
6364,-2,-21,16,8236,0,80,36
6369,-4,-19,18,8236,0,80,36
6374,0,-22,15,8235,0,80,35
6379,1,-17,19,8235,0,80,35
6384,-7,-23,14,8236,0,80,35
6389,-5,-23,14,8236,0,80,35
6394,-1,-21,15,8236,0,80,35
6399,-1,-22,15,8236,0,80,35
6404,4,-19,17,8236,0,80,36
6409,14,-13,23,8236,0,80,35
6414,15,-12,24,8236,0,80,36
6419,16,-11,25,8236,0,80,36
6424,14,-12,25,8228,0,79,36
6429,11,-9,27,8218,0,79,36
6434,8,-11,25,8218,0,79,36
6439,8,-12,25,8218,0,79,36
6444,8,-12,24,8218,0,79,36
6449,0,-17,19,8228,0,80,36
6454,0,-18,19,8236,0,80,36
6459,-1,-15,21,8236,0,80,36
6464,-8,-20,16,8236,0,80,36
6469,-11,-23,13,8236,0,80,36
6474,-11,-25,12,8236,0,80,36
6479,-7,-24,13,8236,0,80,35
6484,0,-20,16,8236,0,80,36
6489,0,-17,20,8236,0,80,36
6494,1,-17,20,8236,0,80,36
6499,2,-17,19,8236,0,80,36
6504,12,-12,25,8228,0,80,36
6509,11,-12,24,8228,0,80,36
6514,12,-11,25,8228,0,80,36
6519,11,-12,25,8219,0,80,37
6524,8,-13,23,8219,0,80,37
6529,4,-12,25,8219,0,82,37
6534,8,-10,26,8228,0,82,37
6539,-1,-16,21,8228,0,82,37
6544,-1,-17,20,8228,0,82,36
6549,-4,-19,17,8236,0,82,36
6554,-4,-16,20,8236,0,80,36
6559,-10,-21,15,8245,0,80,36
6564,-8,-21,15,8245,0,80,37
6569,1,-13,23,8245,0,80,37
6574,0,-19,18,8245,0,80,37
6579,-1,-16,21,8245,0,80,36
6584,4,-14,23,8245,0,169,36
6589,2,-16,21,8236,0,169,36
6594,4,-11,25,8236,0,169,37
6599,9,-13,23,8228,0,169,37
6604,9,-9,27,8228,0,169,37
6609,1,-14,22,8236,0,169,37
6614,7,-8,29,8228,0,169,37
6619,8,-8,28,8228,0,169,37
6624,-4,-16,21,8228,0,169,37
6629,-8,-16,21,8236,0,169,37
6634,-5,-16,20,8236,0,169,37
6639,-10,-20,16,8235,0,169,37
6644,-17,-22,14,8235,0,170,36
6649,-15,-23,13,8245,0,170,37
6654,-1,-13,23,8245,0,170,37
6659,-2,-12,25,8245,0,170,36
6664,2,-15,21,8235,0,170,37
6669,11,-7,30,8236,0,170,37
6674,7,-10,27,8236,0,170,37
6679,8,-10,26,8228,0,170,37
6684,7,-7,29,8228,0,170,37
6689,0,-13,24,8228,0,170,37
6694,-5,-13,23,8228,0,170,37
6699,0,-12,24,8228,0,170,37
6704,-10,-16,21,8228,0,170,37
6709,-12,-19,17,8236,0,170,36
6714,-11,-21,16,8236,0,170,36
6719,-7,-16,20,8245,0,170,36
6724,-7,-18,18,8245,0,170,36
6729,0,-12,24,8245,0,170,36
6734,0,-14,23,8245,0,170,36
6739,-4,-14,23,8245,0,171,37
6744,5,-10,26,8236,0,171,37
6749,8,-10,27,8236,0,171,37
6754,-1,-12,25,8236,0,171,37
6759,-5,-16,20,8236,0,171,37
6764,-5,-14,23,8236,0,171,36
6769,-10,-15,21,8236,0,171,36
6774,-15,-21,16,8245,0,255,36
6779,-8,-19,17,8245,0,255,36
6784,-11,-23,14,8245,0,255,36
6789,-11,-20,16,8235,0,255,36
6794,0,-12,24,8235,0,255,36
6799,-2,-12,25,8245,0,255,36
6804,-1,-17,19,8245,0,255,36
6809,1,-13,23,8235,0,255,36
6814,2,-14,22,8245,0,255,36
6819,1,-12,24,8245,0,255,36
6824,-4,-17,20,8245,0,255,36
6829,-7,-20,17,8245,0,255,36
6834,-4,-16,21,8245,0,255,35
6839,-5,-18,18,8245,0,255,35
6844,-5,-16,20,8245,0,255,35
6849,-5,-18,18,8245,0,255,35
6854,-5,-16,21,8245,0,255,35
6859,-5,-18,18,8245,0,255,36
6864,-5,-20,17,8246,0,255,36
6869,-5,-17,19,8245,0,255,36
6874,0,-20,17,8245,0,255,36
6879,0,-17,20,8245,0,255,35
6884,0,-18,19,8245,0,255,35
6889,-1,-19,17,8245,0,255,35
6894,-5,-19,18,8245,0,255,35
6899,-2,-15,22,8245,0,255,35
6904,0,-16,21,8235,0,255,35
6909,-1,-17,19,8236,0,255,35
6914,0,-18,18,8236,0,255,35
6919,0,-15,21,8246,0,255,35
6924,0,-20,16,8245,0,255,36
6929,-4,-19,17,8245,0,255,35
6934,-2,-20,17,8245,0,255,35
6939,-2,-20,16,8245,0,255,35
6944,-5,-23,14,8245,0,255,35
6949,-8,-22,15,8236,0,255,35
6954,-8,-23,13,8236,0,255,35
6959,-1,-21,16,8236,0,255,35
6964,5,-18,19,8236,0,255,35
6969,7,-17,20,8236,0,255,35
6974,4,-19,18,8236,0,255,35
6979,0,-21,15,8236,0,255,35
6984,-4,-24,13,8236,0,255,36
6989,-2,-19,17,8228,0,255,35
6994,-4,-25,11,8228,0,255,35
6999,1,-19,18,8236,0,255,35
7004,1,-23,13,8236,0,255,35
7009,-1,-21,16,8228,0,255,35
7014,2,-23,13,8228,0,255,35
7019,0,-20,16,8228,0,255,35
7024,2,-23,13,8236,0,255,35
7029,2,-23,14,8228,0,255,35
7034,8,-23,14,8228,0,255,35
7039,1,-22,15,8228,0,255,35
7044,1,-26,11,8228,0,255,35
7049,2,-21,16,8236,0,255,35
7054,1,-25,12,8228,0,255,35
7059,-2,-26,10,8228,0,255,35
7064,0,-25,12,8218,0,255,35
7069,1,-27,9,8218,0,255,36
7074,2,-26,11,8218,0,255,36
7079,12,-19,17,8218,0,255,36
7084,12,-18,19,8218,0,255,36
7089,8,-19,18,8218,0,255,36
7094,8,-26,11,8218,0,255,36
7099,7,-24,12,8218,0,255,36
7104,4,-24,12,8219,0,255,36
7109,4,-27,10,8228,0,255,36
7114,4,-21,15,8228,0,255,36
7119,0,-27,10,8218,0,255,36
7124,0,-30,7,8218,0,68,36
7129,2,-23,13,8218,0,68,36
7134,9,-22,14,8209,0,68,36
7139,9,-24,12,8209,0,68,36
7144,9,-22,14,8218,0,68,36
7149,12,-22,14,8218,0,66,37
7154,12,-20,16,8218,0,66,37
7159,12,-22,15,8209,0,66,37
7164,12,-20,17,8208,0,66,37
7169,-1,-25,11,8218,0,51,37
7174,1,-31,6,8219,0,51,37
7179,4,-27,10,8219,0,51,37
7184,2,-26,11,8199,0,51,37
7189,2,-28,8,8199,0,51,37
7194,8,-23,14,8199,0,51,37
7199,11,-23,14,8209,0,51,37
7204,14,-22,14,8209,0,50,37
7209,14,-19,17,8209,0,50,37
7214,16,-20,17,8209,0,50,38
7219,15,-21,15,8209,0,51,37
7224,14,-19,18,8199,0,51,38
7229,14,-16,20,8199,0,51,38
7234,11,-20,17,8199,0,51,38
7239,2,-26,10,8199,0,51,38
7244,2,-24,12,8199,0,51,39
7249,5,-21,16,8199,0,51,39
7254,2,-25,12,8199,0,51,38
7259,2,-27,10,8199,0,51,39
7264,5,-23,14,8199,0,51,39
7269,9,-19,18,8199,0,50,39
