システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧
5757,3,38,42,5227
5761,3,36,40,5227
5765,2,40,44,5228
5769,-7,23,27,5228
5773,-15,20,24,5219
5777,-16,22,26,5219
5781,-13,21,24,5304
5785,-13,18,21,5304
5789,-18,10,14,5314
5793,-16,10,14,5314
5797,-14,10,13,5361
5801,-8,14,18,5361
5805,0,32,36,5384
5809,5,29,32,5384
5813,7,25,29,5325
5817,11,30,34,5325
5821,8,34,38,5309
5825,10,30,34,5309
5829,7,23,27,5267
5833,4,28,32,5267
5837,0,24,28,5305
5841,0,18,22,5305
5845,-7,13,17,5313
5849,-7,13,17,5313
5853,-9,11,15,5355
5857,-7,13,17,5355
5861,-10,4,8,5353
5865,3,17,21,5353
5869,3,13,17,5380
5873,-1,6,10,5380
5877,9,25,28,5361
5881,17,28,32,5361
5885,17,26,30,5333
5889,14,28,31,5333
5893,24,46,50,5315
5897,22,29,33,5315
5901,18,31,35,5255
5905,18,36,40,5255
5909,16,32,36,5241
5913,10,24,28,5241
5917,5,23,27,5247
5921,3,18,22,5247
5925,-3,10,14,5302
5929,-4,6,10,5302
5933,-5,9,13,5342
5937,-7,4,8,5342
5941,-11,3,7,5361
5945,3,13,16,5361
5949,6,19,23,5371
5953,15,20,23,5371
5957,24,28,32,5340
5961,28,33,37,5340
5965,31,38,42,5277
5969,31,40,43,5277
5973,22,39,43,5208
5977,20,37,41,5208
5981,11,28,32,5181
5985,11,27,31,5181
5989,2,17,21,5225
5993,-1,19,23,5225
5997,-7,11,15,5273
6001,-9,6,10,5273
6005,-13,0,4,5313
6009,-8,3,7,5313
6013,-2,13,17,5342
6017,7,19,23,5342
6021,14,25,29,5350
6025,16,27,31,5350
6029,23,34,38,5305
6033,28,40,44,5305
6037,32,40,44,5261
6041,25,36,40,5261
6045,25,39,42,5223
6049,25,40,44,5223
6053,21,39,42,5201
6057,21,40,44,5201
6061,12,26,30,5185
6065,11,27,30,5185
6069,9,32,36,5220
6073,7,29,33,5220
6077,0,16,20,5200
6081,4,20,24,5200
6085,6,23,26,5247
6089,11,34,38,5247
6093,14,31,35,5224
6097,19,37,41,5224
6101,16,43,47,5167
6105,19,40,43,5167
6109,17,40,44,5085
6113,16,47,51,5085
6117,12,37,40,5049
6121,6,32,35,5049
6125,2,34,38,5075
6129,0,31,34,5075
6133,-3,33,36,5086
6137,-3,30,34,5086
6141,-10,27,31,5085
6145,-8,19,23,5085
6149,-7,25,29,5142
6153,-8,21,25,5142
6157,-5,22,26,5169
6161,-5,20,24,5169
6165,-2,28,32,5178
6169,1,35,39,5178
6173,0,32,36,5120
6177,1,31,35,5120
6181,1,36,40,5100
6185,0,32,36,5100
6189,-3,40,44,5075
6193,-9,23,27,5075
6197,-11,31,35,5076
6201,-13,24,28,5076
6205,-14,24,28,5129
6209,-22,12,16,5129
6213,-15,20,24,5173
6217,-21,9,13,5173
6221,-16,16,20,5227
6225,-15,12,16,5227
6229,-12,18,21,5236
6233,-9,23,27,5236
6237,-4,29,33,5229
6241,0,29,33,5229
6245,0,33,36,5180
6249,-6,23,27,5180
6253,-9,17,21,5176
6257,-16,13,17,5176
6261,-15,15,19,5238
6265,-14,11,15,5238
6269,-16,12,16,5266
6273,-16,13,17,5266
6277,-9,15,19,5293
6281,-8,12,16,5293
6285,-7,16,20,5285
6289,-2,18,21,5285
6293,1,18,22,5276
6297,3,25,28,5276
6301,1,20,24,5255
6305,0,17,21,5255
6309,0,22,26,5264
6313,0,19,23,5264
6317,-3,14,18,5255
6321,1,22,26,5255
6325,1,20,23,5275
6329,-4,13,17,5275
6333,1,16,20,5266
6337,1,15,18,5266
6341,-1,18,21,5288
6345,3,19,23,5288
6349,2,17,21,5265
6353,1,15,19,5265
6357,8,21,24,5280
6361,3,22,25,5280
6365,1,18,22,5257
6369,3,19,22,5257
6373,4,19,22,5259
6377,2,10,13,5259
6381,5,19,23,5272
6385,2,16,19,5272
6389,0,13,17,5273
6393,1,13,17,5273
6397,5,17,20,5285
6401,5,17,20,5285
6405,9,20,24,5265
6409,8,26,29,5265
6413,9,14,17,5252
6417,12,25,28,5252
6421,12,25,29,5253
6425,11,25,28,5253
6429,8,23,26,5226
6433,9,24,27,5226
6437,4,19,23,5213
6441,4,19,22,5213
6445,2,17,20,5237
6449,0,9,12,5237
6453,3,19,22,5275
6457,6,15,18,5275
6461,7,24,26,5252
6465,6,23,25,5252
6469,9,25,28,5228
6473,8,25,28,5228
6477,11,28,31,5201
6481,11,29,31,5201
6485,11,23,26,5187
6489,9,23,25,5187
6493,5,20,23,5199
6497,3,19,21,5199
6501,3,19,22,5220
6505,4,20,23,5220
6509,5,22,24,5227
6513,1,18,21,5227
6517,4,21,23,5209
6521,6,30,32,5209
6525,6,23,25,5199
6529,5,29,31,5199
6533,5,22,24,5189
6537,11,34,36,5189
6541,6,30,31,5162
6545,2,25,27,5162
6549,1,24,25,5160
6553,6,28,29,5160
6557,3,25,26,5180
6561,-1,21,22,5180
6565,3,24,25,5187
6569,6,27,28,5187
6573,7,34,35,5177
6577,10,36,37,5177
6581,7,34,34,5114
6585,6,32,33,5114
6589,10,36,36,5105
6593,5,31,31,5105
6597,2,28,28,5098
6601,2,34,33,5098
6605,0,30,30,5115
6609,0,28,28,5115
6613,-4,23,23,5130
6617,-3,23,22,5130
6621,-2,29,28,5167
6625,3,38,37,5167
6629,4,37,36,5123
6633,5,36,35,5123
6637,10,40,39,5067
6641,8,44,43,5067
6645,6,41,39,5037
6649,5,38,37,5037
6653,2,47,45,5018
6657,0,41,39,5018
6661,-4,34,32,4981
6665,-6,29,27,4981
6669,-9,30,27,5057
6673,-10,31,29,5057
6677,-7,30,27,5074
6681,-14,26,23,5074
6685,-14,27,25,5090
6689,-3,33,31,5090
6693,-4,36,33,5091
6697,0,42,39,5091
6701,2,41,38,5017
6705,-1,41,38,5017
6709,-3,41,38,4997
6713,-2,44,41,4997
6717,-2,39,36,4981
6721,-16,28,24,4981
6725,-15,29,26,5027
6729,-10,34,31,5027
6733,-21,18,14,5065
6737,-30,16,12,5065
6741,-26,11,8,5159
6745,-24,7,3,5159
6749,-18,20,16,5217
6753,-18,14,10,5217
6757,-13,20,16,5217
6761,-4,30,26,5217
6765,3,38,35,5189
6769,1,32,29,5189
6773,1,35,32,5123
6777,1,37,34,5123
6781,0,32,28,5122
6785,-6,35,31,5122
6789,-14,21,17,5121
6793,-19,17,13,5121
6797,-18,17,14,5200
6801,-21,8,5,5200
6805,-21,9,5,5245
6809,-22,2,-1,5245
6813,-18,1,-2,5301
6817,-12,15,11,5301
6821,-4,18,14,5303
6825,5,29,25,5303
6829,7,28,24,5283
6833,16,34,30,5283
6837,15,26,22,5275
6841,13,31,27,5275
6845,16,33,29,5274
6849,16,32,29,5274
6853,13,36,32,5245
6857,17,32,28,5245
6861,16,32,28,5245
6865,13,35,31,5245
6869,15,30,26,5236
6873,14,30,26,5236
6877,15,38,34,5227
6881,15,31,27,5227
6885,14,31,27,5208
6889,16,40,36,5208
6893,11,29,25,5205
6897,14,32,28,5205
6901,13,38,34,5199
6905,17,35,31,5199
6909,15,35,31,5161
6913,17,44,40,5161
6917,17,38,34,5145
6921,19,41,37,5145
6925,16,46,42,5132
6929,18,48,43,5132
6933,15,46,41,5052
6937,13,44,39,5052
6941,17,48,43,5033
6945,4,42,37,5033
6949,0,36,31,5016
6953,2,42,38,5016
6957,-1,30,25,5048
6961,-3,39,35,5048
6965,1,33,29,5075
6969,2,39,35,5075
6973,2,37,32,5065
6977,4,43,39,5065
6981,1,38,34,5044
6985,4,45,41,5044
6989,4,43,38,5018
6993,-3,46,42,5018
6997,-5,40,35,4981
7001,-5,42,37,4981
7005,-5,44,39,5007
7009,-4,40,35,5007
7013,-3,43,38,4991
7017,-6,36,31,4991
7021,-7,43,39,5002
7025,-4,47,42,5002
7029,0,52,47,4985
7033,0,53,48,4985
7037,-3,51,47,4924
7041,-6,49,44,4924
7045,-12,43,38,4921
7049,-12,42,37,4921
7053,-16,37,32,4971
7057,-20,38,34,4971
7061,-22,33,29,5029
7065,-20,33,28,5029
7069,-21,30,25,5056
7073,-23,32,28,5056
7077,-21,24,20,5093
7081,-24,27,22,5093
7085,-28,20,15,5140
7089,-22,29,25,5140
7093,-24,18,13,5174
7097,-17,23,19,5174
7101,-14,31,27,5208
7105,-8,35,31,5208
7109,-10,33,28,5149
7113,-12,30,25,5149
7117,-13,28,23,5150
7121,-5,34,30,5150
7125,-21,37,33,5177
7129,-21,13,9,5177
7133,-20,19,15,5169
7137,-24,14,9,5169
7141,-20,15,11,5237
7145,-21,13,9,5237
7149,-17,15,11,5275
7153,-14,17,13,5275
7157,-14,10,6,5296
7161,-2,28,24,5296
7165,-3,22,17,5299
7169,2,28,23,5299
7173,5,32,28,5255
7177,-1,28,23,5255
7181,6,30,25,5236
7185,2,34,29,5236
7189,5,32,26,5230
7193,0,23,17,5230
7197,0,25,20,5227
7201,0,21,15,5227
7205,-7,23,17,5267
7209,-9,15,9,5267
7213,-9,16,11,5284
7217,-9,11,5,5284
7221,-8,8,2,5305
7225,-1,17,11,5305
7229,9,23,17,5330
7233,13,31,25,5330
7237,16,32,26,5276
7241,23,37,32,5276
7245,21,41,36,5226
7249,21,40,34,5226
7253,16,34,29,5179
7257,16,39,34,5179
7261,9,31,25,5180
7265,11,30,25,5180
7269,5,29,24,5199
7273,-5,17,12,5199
7277,-6,13,7,5236
7281,0,16,10,5236
7285,4,24,19,5285
7289,4,22,16,5285
7293,7,23,18,5273
7297,15,29,24,5273
7301,19,39,34,5255
7305,22,42,36,5255
7309,24,44,39,5155
7313,28,48,43,5155
7317,26,48,42,5086
7321,22,51,45,5086
7325,16,44,39,5039
7329,4,31,26,5039
7333,4,42,37,5074
7337,0,27,23,5074
7341,-1,30,25,5103
7345,-4,30,26,5103
7349,-5,25,20,5148
7353,-4,23,18,5148
7357,2,32,27,5173
7361,5,32,27,5173
7365,8,33,28,5133
7369,13,43,38,5133
7373,11,40,34,5112
7377,7,41,35,5112
7381,10,48,42,5066
7385,4,45,39,5066
7389,0,38,32,5006
7393,0,34,28,5006
7397,-1,36,30,5054
7401,-7,26,20,5054
7405,-4,38,32,5099
7409,-9,28,22,5099
7413,-4,34,28,5098
7417,-5,29,23,5098
7421,-5,25,19,5103
7425,0,39,34,5103
7429,1,42,36,5122
7433,-5,31,26,5122
7437,-10,22,17,5084
7441,-3,31,26,5084
7445,-4,38,33,5150
7449,-5,31,27,5150
7453,-5,27,22,5095
7457,-4,36,32,5095
7461,-1,33,30,5133
7465,-1,35,32,5133
7469,-3,29,26,5095
7473,-4,37,33,5095
7477,3,37,34,5119
7481,3,40,37,5119
7485,-14,19,16,5077
7489,-10,30,27,5077
7493,-9,24,22,5158
7497,-9,25,23,5158
7501,-7,28,26,5161
7505,-6,30,28,5161
7509,-9,21,19,5157
7513,-6,26,24,5157
7517,-5,28,26,5187
7521,-4,24,22,5187
7525,3,39,37,5185
7529,2,33,31,5185
7533,-11,23,21,5122
7537,2,30,28,5122
7541,4,40,39,5160
7545,1,32,31,5160
7549,4,38,36,5102
7553,1,30,29,5102
7557,4,36,34,5108
7561,6,40,39,5108
7565,7,43,42,5087
7569,0,38,37,5087
7573,-3,30,29,5057
7577,4,45,44,5057
7581,-2,33,32,5080
7585,-12,24,23,5080
7589,-10,26,25,5113
7593,-7,29,28,5113
7597,-9,27,27,5142
7601,-12,18,18,5142
7605,-12,19,18,5158
7609,-11,20,20,5158
7613,0,31,31,5188
7617,5,31,31,5188
7621,4,39,39,5147
7625,12,42,42,5147
7629,14,47,48,5081
7633,6,42,42,5081
7637,8,46,47,5010
7641,6,45,46,5010
7645,3,37,38,4981
7649,3,45,46,4981
7653,-7,29,30,5018
7657,-7,29,31,5018
7661,-11,25,27,5067
7665,-13,29,31,5067
7669,-7,27,29,5093
7673,-11,17,19,5093
7677,-6,29,31,5123
7681,-13,22,24,5123
7685,-16,19,21,5123
7689,-3,24,26,5123
7693,-4,25,27,5155
7697,-3,33,35,5155
7701,-1,29,31,5125
7705,-2,29,31,5125
7709,-2,30,32,5112
7713,0,26,29,5112
7717,-1,33,36,5123
7721,-5,23,26,5123
7725,-3,33,35,5113
7729,-5,24,27,5113
7733,-5,25,28,5113
7737,-2,29,31,5113
7741,-2,23,26,5132
7745,-6,27,30,5132
7749,-8,25,28,5149
7753,-3,29,32,5149
7757,-5,21,24,5150
7761,-6,21,24,5150
7765,-6,22,25,5171
7769,-3,25,29,5171
7773,2,31,34,5187
7777,2,32,35,5187
7781,-8,23,27,5125
7785,-2,23,26,5125
7789,1,27,30,5163
7793,-6,21,25,5163
7797,-5,23,26,5162
7801,-4,24,28,5162
7805,-9,20,23,5179
7809,-9,14,17,5179
7813,-8,15,19,5209
7817,-6,18,22,5209
7821,1,26,29,5229
7825,1,21,24,5229
7829,-1,21,25,5204
7833,-6,18,22,5204
7837,-1,23,27,5226
7841,5,24,28,5226
7845,1,23,27,5207
7849,3,27,30,5207
7853,2,21,25,5192
7857,2,24,28,5192
7861,-2,22,26,5217
7865,3,22,25,5217
7869,1,23,26,5208
7873,1,18,22,5208
7877,1,21,25,5209
7881,4,26,30,5209
7885,-1,17,21,5223
7889,7,28,31,5223
7893,8,31,35,5218
7897,9,28,32,5218
7901,11,28,32,5176
7905,13,34,38,5176
7909,7,32,36,5162
7913,10,31,35,5162
7917,9,33,37,5143
7921,5,26,30,5143
7925,3,27,31,5143
7929,4,31,35,5143
7933,-1,22,26,5168
7937,6,25,29,5168
7941,4,33,37,5188
7945,0,24,28,5188
7949,2,23,26,5143
7953,7,31,35,5143
7957,5,25,29,5178
7961,7,31,35,5178
7965,6,33,37,5160
7969,7,30,34,5160
7973,6,39,43,5133
7977,10,38,42,5133
7981,5,37,40,5090
7985,8,35,39,5090
7989,4,34,38,5075
7993,4,37,41,5075
7997,1,29,33,5094
8001,2,32,36,5094
8005,0,32,36,5122
8009,2,36,40,5122
8013,-5,24,28,5102
8017,-5,26,30,5102
8021,-4,28,32,5151
8025,1,34,38,5151
8029,4,38,42,5130
8033,0,29,33,5130
8037,1,33,37,5086
8041,6,46,50,5086
8045,2,36,40,5079
8049,7,36,40,5079
8053,8,47,50,5063
8057,-2,38,42,5063
8061,-4,30,34,5017
8065,-4,38,41,5017
8069,-3,32,35,5064
8073,-10,32,36,5064
8077,-10,24,28,5092
8081,-8,33,36,5092
8085,-13,21,24,5112
8089,-13,21,24,5112
8093,-7,32,36,5170
8097,-7,25,29,5170
8101,6,45,48,5132
8105,4,37,41,5132
8109,-6,36,39,5055
8113,7,48,51,5055
8117,4,39,42,5036
8121,-2,41,44,5036
8125,-1,35,38,5029
8129,-1,42,45,5029
8133,-7,35,38,5056
8137,-8,39,42,5056
8141,-6,32,36,5053
8145,-11,33,37,5053
8149,-12,30,33,5083
8153,-10,30,33,5083
8157,-17,22,25,5104
8161,-21,22,25,5104
8165,-17,17,19,5159
8169,-14,25,27,5159
8173,-12,25,27,5187
8177,-12,17,19,5187
8181,-3,32,34,5197
8185,1,35,37,5197
8189,0,34,37,5156
8193,-1,33,35,5156
8197,1,42,44,5122
8201,0,33,35,5122
8205,0,40,42,5091
8209,-8,31,33,5091
8213,-12,25,27,5113
8217,-12,24,26,5113
8221,-10,24,26,5169
8225,-17,16,18,5169
8229,-15,22,24,5211
8233,-13,16,17,5211
8237,-13,15,17,5234
8241,-11,16,18,5234
8245,-5,21,23,5263
8249,0,33,34,5263
8253,1,27,28,5218
8257,-5,28,30,5218
8261,-8,18,19,5207
8265,1,27,28,5207
8269,-1,25,27,5236
8273,0,27,28,5236
8277,0,21,22,5218
8281,-1,28,29,5218
8285,3,26,27,5226
8289,2,27,27,5226
8293,0,26,27,5213
8297,2,29,29,5213
8301,3,24,25,5204
8305,1,24,25,5204
8309,-2,23,24,5220
8313,-1,19,19,5220
8317,1,23,23,5218
8321,4,27,28,5218
8325,-1,18,19,5225
8329,4,25,26,5225
8333,3,26,27,5225
8337,0,19,19,5225
8341,1,16,17,5218
8345,6,24,24,5218
8349,6,27,27,5254
8353,10,27,28,5254
8357,14,35,35,5208
8361,12,37,37,5208
8365,8,30,30,5155
8369,11,36,36,5155
8373,7,29,28,5155
8377,7,26,25,5155
8381,6,28,28,5170
8385,1,27,26,5170
8389,-1,21,20,5179
8393,-1,23,23,5179
8397,4,24,23,5217
8401,0,23,23,5217
8405,4,24,23,5227
8409,6,29,28,5227
8413,6,26,25,5217
8417,14,37,37,5217
8421,8,30,29,5164
8425,9,34,33,5164
8429,11,34,33,5136
8433,16,43,42,5136
8437,8,33,32,5094
8441,11,33,32,5094
8445,9,42,41,5122
8449,7,36,35,5122
8453,-1,25,24,5065
8457,4,33,32,5065
8461,-2,23,22,5141
8465,3,31,30,5141
8469,2,33,32,5149
8473,2,29,28,5149
8477,4,34,33,5130
8481,8,41,39,5130
8485,8,37,36,5095
8489,10,43,41,5095
8493,13,49,48,5060
8497,10,43,41,5060
8501,8,45,43,4993
8505,4,43,41,4993
8509,3,44,42,5007
8513,-3,33,31,5007
8517,-3,34,33,5022
8521,-9,30,28,5022
8525,-9,24,22,5067
8529,-5,36,34,5067
8533,-3,32,30,5092
8537,-7,29,27,5092
8541,0,37,35,5074
8545,-1,38,36,5074
8549,2,42,40,5061
8553,4,39,37,5061
8557,0,44,42,5013
8561,2,40,38,5013
8565,2,48,46,5001
8569,2,42,40,5001
8573,-5,43,41,4971
8577,-4,36,34,4971
8581,-7,34,32,4997
8585,-9,32,30,4997
8589,-14,33,31,5055
8593,-14,25,23,5055
8597,-10,28,26,5070
8601,-10,28,26,5070
8605,-10,34,32,5102
8609,-9,34,32,5102
8613,-9,27,25,5073
8617,-5,37,35,5073
8621,-5,36,34,5091
8625,5,46,44,5091
8629,3,38,36,5027
8633,-10,33,31,5027
8637,-4,38,36,5036
8641,-7,34,32,5036
8645,-14,27,25,5043
8649,-12,27,25,5043
8653,-12,26,24,5102
8657,-21,16,14,5102
8661,-11,31,28,5138
8665,-12,22,19,5138
8669,-12,27,25,5131
8673,-11,20,18,5131
8677,-6,25,23,5145
8681,0,31,29,5145
8685,0,32,30,5140
8689,2,35,33,5140
8693,-2,32,30,5112
8697,0,34,32,5112
8701,-3,32,29,5097
8705,-3,32,30,5097
8709,-7,28,26,5095
8713,-5,29,27,5095
8717,-11,23,21,5123
8721,-8,19,17,5123
8725,-9,25,23,5167
8729,-10,17,15,5167
8733,0,27,25,5177
8737,-6,23,20,5177
8741,1,30,28,5166
8745,5,35,33,5166
8749,2,27,25,5140
8753,4,37,35,5140
8757,5,32,30,5122
8761,3,32,30,5122
8765,2,33,30,5113
8769,8,40,37,5113
8773,5,32,30,5082
8777,-11,18,16,5082
8781,-8,21,19,5127
8785,-9,14,12,5127
8789,-11,20,18,5206
8793,-7,17,15,5206
8797,-6,19,17,5208
8801,-3,23,21,5208
8805,1,28,26,5220
8809,6,28,25,5220
8813,5,30,27,5182
8817,13,40,37,5182
8821,12,35,33,5144
8825,-2,31,29,5144
8829,3,30,28,5123
8833,4,27,24,5123
8837,1,27,24,5152
8841,-5,23,20,5152
8845,-5,17,15,5187
8849,-5,20,17,5187
8853,0,20,17,5231
8857,3,32,29,5231
8861,0,24,21,5216
8865,5,31,28,5216
8869,10,32,29,5184
8873,4,30,27,5184
8877,5,33,30,5154
8881,8,32,29,5154
8885,4,25,22,5150
8889,5,36,32,5150
8893,2,28,25,5178
8897,4,26,23,5178
8901,3,28,25,5170
8905,5,27,24,5170
8909,7,38,35,5176
8913,7,34,31,5176
8917,3,27,24,5113
8921,3,30,27,5113
8925,1,24,21,5151
8929,0,27,23,5151
8933,3,32,28,5181
8937,0,25,21,5181
8941,2,30,26,5159
8945,5,29,25,5159
8949,7,34,31,5168
8953,9,39,36,5168
8957,9,36,32,5113
8961,10,34,31,5113
8965,9,37,34,5108
8969,10,42,38,5108
8973,8,37,33,5090
8977,2,34,30,5090
8981,0,28,25,5084
8985,-6,25,21,5084
8989,-6,27,23,5143
8993,-1,33,29,5143
8997,-5,24,20,5156
9001,0,25,21,5156
9005,2,36,32,5173
9009,4,34,30,5173
9013,6,39,35,5123
9017,8,37,33,5123
9021,7,46,42,5102
9025,8,42,38,5102
9029,8,39,35,5055
9033,4,45,40,5055
9037,2,38,33,5046
9041,2,40,35,5046
9045,2,35,31,5064
9049,-1,34,30,5064
9053,1,38,34,5084
9057,3,42,38,5084
9061,-2,32,28,5047
9065,2,45,40,5047
9069,4,47,43,5072
9073,0,38,34,5072
9077,4,44,40,5008
9081,4,45,41,5008
9085,-8,41,37,5009
9089,-8,33,29,5009
9093,-2,46,42,5035
9097,-8,33,29,5035
9101,-14,27,23,5017
9105,-12,35,31,5017
9109,-17,22,18,5099
9113,-18,26,22,5099
9117,-15,21,17,5141
9121,-14,28,24,5141
9125,-5,29,25,5163
9129,-2,33,29,5163
9133,1,43,39,5148
9137,11,46,42,5148
9141,4,43,38,5047
9145,-6,40,36,5047
9149,4,42,38,5038
9153,2,48,44,5038
9157,-12,27,23,5017
9161,-10,35,31,5017
9165,-13,30,26,5097
9169,-13,22,18,5097
9173,-15,26,22,5133
9177,-17,16,12,5133
9181,-18,21,17,5168
9185,-17,20,16,5168
9189,-20,16,12,5197
9193,-18,16,12,5197
9197,-21,6,2,5233
9201,-10,22,18,5233
9205,-1,24,20,5266
9209,3,35,31,5266
9213,3,30,26,5215
9217,5,34,29,5215
9221,11,41,37,5187
9225,10,42,38,5187
9229,11,39,34,5127
9233,0,37,33,5127
9237,0,30,26,5123
9241,0,32,27,5123
9245,-2,30,26,5178
9249,-17,16,12,5178
9253,-11,15,11,5207
9257,-16,11,7,5207
9261,-13,14,10,5262
9265,-12,15,11,5262
9269,-8,13,9,5283
9273,2,24,20,5283
9277,7,31,27,5282
9281,11,31,27,5282
9285,15,32,28,5217
9289,21,43,39,5217
9293,21,47,43,5176
9297,17,47,43,5176
9301,12,39,35,5090
9305,6,37,33,5090
9309,8,34,30,5122
9313,8,37,33,5122
9317,-10,22,18,5132
9321,-9,17,13,5132
9325,-13,9,5,5199
9329,-10,13,9,5199
9333,-13,12,8,5254
9337,-13,13,9,5254
9341,-3,17,13,5273
9345,10,26,22,5273
9349,18,39,34,5261
9353,25,44,39,5261
9357,31,50,46,5149
9361,35,60,56,5149
9365,28,61,57,5018
9369,13,44,40,5018
9373,8,37,33,4963
9377,9,42,38,4963
9381,-3,32,28,5051
9385,-6,31,27,5051
9389,-7,24,20,5087
9393,-12,21,17,5087
9397,-12,15,11,5159
9401,-7,22,18,5159
9405,-2,29,24,5206
9409,10,36,32,5206
9413,21,45,41,5133
9417,20,49,45,5133
9421,19,48,43,5030
9425,14,54,50,5030
9429,11,48,44,4966
9433,10,50,46,4966
9437,6,42,38,4942
9441,-4,35,31,4942
9445,-6,34,30,4997
9449,-13,28,24,4997
9453,-13,28,23,5065
9457,-8,26,22,5065
9461,-11,25,20,5101
9465,-7,36,31,5101
9469,-2,34,30,5099
9473,1,32,28,5099
9477,9,49,45,5072
9481,3,45,41,5072
9485,11,49,44,4967
9489,3,44,39,4967
9493,1,43,39,4946
9497,3,46,42,4946
9501,-3,42,37,4941
9505,-7,38,33,4941
9509,-12,26,21,4974
9513,-9,36,31,4974
9517,-14,23,19,5045
9521,-24,20,15,5045
9525,-19,16,12,5093
9529,-12,29,25,5093
9533,-12,28,24,5130
9537,-12,21,17,5130
9541,-8,32,27,5116
9545,-2,31,27,5116
9549,2,36,32,5096
9553,4,40,35,5096
9557,3,40,36,5057
9561,4,36,32,5057
9565,2,43,39,5027
9569,-2,39,35,5027
9573,-7,34,30,5009
9577,-6,35,30,5009
9581,-8,32,28,5046
9585,-17,23,18,5046
9589,-16,16,11,5093
9593,-16,22,18,5093
9597,-10,20,16,5176
9601,-10,27,23,5176
9605,-6,30,26,5168
9609,-2,28,23,5168
9613,-2,35,31,5133
9617,0,31,26,5133
9621,2,40,36,5111
9625,-1,31,27,5111
9629,0,33,29,5071
9633,0,34,30,5071
9637,-1,34,29,5101
9641,-8,21,17,5101
9645,-4,32,28,5115
9649,-2,28,23,5115
9653,-9,22,18,5130
9657,-4,27,23,5130
9661,-6,26,22,5165
9665,-3,23,19,5165
9669,2,36,31,5149
9673,-1,27,23,5149
9677,-1,23,18,5118
9681,8,40,36,5118
9685,7,40,36,5139
9689,4,33,28,5139
9693,7,32,27,5082
9697,1,29,25,5082
9701,6,36,32,5083
9705,4,36,32,5083
9709,-8,19,15,5074
9713,-9,26,22,5074
9717,0,28,24,5154
9721,-1,23,18,5154
9725,1,33,29,5150
9729,4,31,27,5150
9733,2,32,28,5113
9737,6,31,27,5113
9741,13,47,43,5117
9745,0,30,26,5117
9749,3,29,25,5047
9753,8,37,33,5047
9757,-2,29,25,5098
9761,-7,26,22,5098
9765,1,28,24,5121
9769,-9,20,16,5121
9773,-9,21,17,5145
9777,-2,29,25,5145
9781,-2,24,20,5164
9785,1,29,25,5164
9789,4,34,30,5152
9793,4,29,26,5152
9797,3,32,28,5113
9801,13,37,33,5113
9805,7,36,32,5095
9809,-1,30,26,5095
9813,1,34,30,5083
9817,2,30,26,5083
9821,2,32,29,5107
9825,-5,27,24,5107
9829,-5,22,18,5112
9833,-8,21,17,5112
9837,0,24,20,5162
9841,2,35,31,5162
9845,-5,23,19,5151
9849,2,32,28,5151
9853,2,27,24,5148
9857,-4,24,20,5148
9861,0,30,26,5148
9865,-1,24,21,5148
9869,1,29,25,5148
9873,0,24,20,5148
9877,2,22,19,5158
9881,1,31,28,5158
9885,2,34,30,5158
9889,3,30,26,5158
9893,3,27,23,5113
9897,1,28,24,5113
9901,4,33,30,5143
9905,3,28,25,5143
9909,-8,21,17,5122
9913,-1,23,19,5122
9917,-1,26,22,5168
9921,-2,27,23,5168
9925,1,32,28,5159
9929,0,26,22,5159
9933,4,26,23,5145
9937,11,37,33,5145
9941,7,37,33,5131
9945,8,34,30,5131
9949,14,44,40,5083
9953,5,32,28,5083
9957,4,35,31,5057
9961,0,33,29,5057
9965,0,35,31,5102
9969,1,31,27,5102
9973,1,27,23,5102
9977,-2,27,23,5102
9981,-3,28,25,5132
9985,-3,24,20,5132
9989,0,29,25,5153
9993,3,35,31,5153
9997,0,28,24,5131
10001,6,36,32,5131
10005,4,37,33,5127
10009,-1,28,24,5127
10013,0,32,28,5103
10017,4,38,34,5103
10021,3,39,35,5112
10025,4,35,31,5112
10029,2,30,26,5088
10033,1,38,34,5088
10037,4,36,32,5110
10041,2,37,32,5110
10045,-2,28,24,5092
10049,-3,36,32,5092
10053,-3,30,26,5112
10057,-8,27,23,5112
10061,-12,18,13,5124
10065,-6,31,27,5124
10069,-6,25,21,5167
10073,-5,28,23,5167
10077,-1,33,29,5158
10081,5,40,36,5158
10085,4,35,30,5120
10089,9,36,32,5120
10093,12,43,38,5110
10097,11,45,41,5110
10101,3,41,36,5045
10105,8,41,36,5045
10109,6,48,44,5053
10113,-2,35,30,5053
10117,-1,38,33,5026
10121,-5,35,30,5026
10125,-6,34,30,5058
10129,-8,32,28,5058
10133,-6,34,30,5083
10137,-5,29,25,5083
10141,-6,29,25,5101
10145,-6,37,32,5101
10149,-5,31,26,5102
10153,-5,25,21,5102
10157,-15,24,19,5121
10161,-17,21,17,5121
10165,-11,20,15,5161
10169,-12,20,15,5161
10173,-9,23,19,5185
10177,-3,29,25,5185
10181,-3,31,26,5168
10185,1,29,25,5168
10189,4,34,30,5141
10193,1,40,35,5141
10197,7,40,35,5112
10201,9,38,33,5112
10205,2,40,36,5083
10209,1,40,35,5083
10213,5,38,34,5073
10217,6,41,37,5073
10221,2,39,35,5066
10225,-3,29,24,5066
10229,-2,38,33,5083
10233,-9,25,20,5083
10237,-9,25,21,5093
10241,-14,21,16,5093
