システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧
517,40,100,100,5196
521,34,100,100,5196
525,38,100,100,5187
529,42,100,100,5187
533,47,100,100,5198
537,51,100,100,5198
541,53,100,100,5210
545,63,100,100,5210
549,66,100,100,5205
553,73,100,100,5205
557,75,100,100,5219
561,80,100,100,5219
565,82,100,100,5224
569,85,100,100,5224
573,88,100,100,5224
577,91,100,100,5224
581,91,100,100,5209
585,95,100,100,5209
589,108,100,100,5218
593,115,100,100,5218
597,112,100,100,5225
601,124,100,100,5225
605,134,100,100,5230
609,128,100,100,5230
613,134,100,100,5225
617,135,100,100,5225
621,135,100,100,5235
625,138,100,100,5235
629,161,100,100,5216
633,186,100,100,5216
637,191,100,100,5233
641,199,100,100,5233
645,221,100,100,5238
649,253,100,100,5238
653,275,100,100,5263
657,307,100,100,5263
661,332,100,100,5272
665,330,100,100,5272
669,324,100,100,5302
673,329,100,100,5302
677,331,100,100,5312
681,343,100,100,5312
685,344,100,100,5320
689,345,100,100,5320
693,365,100,100,5351
697,378,100,100,5351
701,397,100,100,5358
705,418,100,100,5358
709,413,100,100,5369
713,413,100,100,5369
717,432,100,100,5386
721,432,100,100,5386
725,450,100,100,5378
729,471,100,100,5378
733,471,100,100,5388
737,436,100,100,5388
741,471,100,100,5398
745,471,100,100,5398
749,471,100,100,5415
753,471,100,100,5415
757,471,100,100,5428
761,471,100,100,5428
765,471,100,100,5441
769,471,100,100,5441
773,471,100,100,5469
777,468,100,100,5469
781,-184,100,100,5453
785,-184,100,100,5453
789,-439,100,100,5481
793,223,100,100,5481
797,265,100,100,5478
801,447,100,100,5478
805,326,100,100,5473
809,134,100,100,5473
813,101,100,100,5473
817,174,100,100,5473
821,127,100,100,5487
825,209,100,100,5487
829,167,100,100,5484
833,170,100,100,5484
837,164,100,100,5481
841,150,100,100,5481
845,164,100,100,5504
849,195,100,100,5504
853,176,100,100,5501
857,176,100,100,5501
861,183,100,100,5510
865,158,100,100,5510
869,139,100,100,5518
873,166,100,100,5518
877,188,100,100,5520
881,177,100,100,5520
885,174,100,100,5531
889,176,100,100,5531
893,234,100,100,5538
897,447,100,100,5538
901,399,100,100,5530
905,64,100,100,5530
909,-66,100,100,5536
913,-75,100,100,5536
917,-29,100,100,5525
921,81,100,100,5525
925,179,100,100,5539
929,179,100,100,5539
933,98,100,100,5523
937,96,100,100,5523
941,-5,100,100,5540
945,-19,100,100,5540
949,3,100,100,5540
953,-45,100,100,5540
957,-37,100,100,5551
961,-32,100,100,5551
965,-77,100,100,5563
969,-118,100,100,5563
973,-110,100,100,5563
977,-75,100,100,5563
981,-70,100,100,5561
985,-92,100,100,5561
989,-106,100,100,5573
993,9,100,100,5573
997,-8,100,100,5559
システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧
1,-18,-19,-8,6817
5,-18,-21,-9,6817
9,-23,-26,-14,6817
13,-21,-26,-15,6732
17,-24,-30,-19,6732
21,-25,-33,-21,6676
25,-26,-35,-24,6676
29,-24,-35,-24,6591
33,-27,-44,-33,6591
37,-32,-49,-38,6486
41,-35,-57,-46,6486
45,-35,-60,-48,6279
49,-36,-66,-55,6279
53,-29,-63,-52,6053
57,-29,-73,-62,6053
61,-20,-78,-66,5825
65,-25,-78,-66,5825
69,-28,-92,-80,5640
73,-25,-96,-85,5640
77,-35,-100,-100,5610
81,-40,-100,-100,5610
85,-28,-100,-100,5664
89,-16,-100,-100,5664
93,8,-95,-84,5634
97,45,-62,-51,5634
101,86,-33,-22,5785
105,95,-17,-6,5785
109,91,-12,-1,6112
113,94,-8,2,6112
117,91,-4,6,6206
121,66,-18,-7,6206
125,48,-29,-18,6233
129,39,-39,-28,6233
133,24,-50,-38,6224
137,14,-57,-46,6224
141,7,-68,-58,6156
145,7,-68,-58,6156
149,-7,-81,-70,6053
153,-9,-89,-78,6053
157,-4,-87,-76,5944
161,2,-87,-77,5944
165,14,-77,-66,5876
169,34,-63,-53,5876
173,45,-54,-44,6005
177,59,-42,-32,6005
181,70,-26,-16,6149
185,80,-22,-12,6149
189,87,-13,-3,6309
193,90,-2,7,6309
197,88,-1,7,6402
201,80,-5,4,6402
205,66,-14,-4,6435
209,65,-10,0,6435
213,72,0,10,6443
217,73,0,11,6443
221,59,-5,5,6443
225,60,-5,4,6443
229,65,6,17,6508
233,57,3,14,6508
237,57,6,16,6395
241,64,13,24,6395
245,57,15,26,6362
249,52,17,28,6362
253,59,27,38,6307
257,53,22,33,6307
261,52,26,37,6194
265,45,30,40,6194
269,30,30,41,6107
273,21,21,32,6107
277,-17,-5,5,5991
281,-37,-27,-16,5991
285,-37,-22,-12,6170
289,-40,-27,-16,6170
293,-55,-42,-31,6059
297,-52,-43,-32,6059
301,-39,-36,-26,5840
305,-30,-30,-21,5840
309,-34,-35,-25,5806
313,-25,-35,-25,5806
317,2,-11,-2,5753
321,8,-4,5,5753
325,9,-7,2,5788
329,16,-4,5,5788
333,32,13,23,5759
337,38,22,33,5759
341,35,19,29,5707
345,35,23,34,5707
349,35,27,38,5659
353,29,20,30,5659
357,30,24,34,5639
361,27,24,35,5639
365,24,30,40,5591
369,21,28,38,5591
373,15,23,33,5533
377,12,20,31,5533
381,5,13,24,5515
385,1,15,25,5515
389,0,11,22,5532
393,-11,5,16,5532
397,-18,-4,5,5552
401,-15,-5,4,5552
405,-8,3,13,5608
409,-8,0,10,5608
413,-15,-2,7,5622
417,-8,0,9,5622
421,-3,6,16,5607
425,0,6,16,5607
429,5,14,23,5577
433,8,14,23,5577
437,8,18,27,5522
441,6,19,29,5522
445,5,15,24,5487
449,3,16,25,5487
453,2,11,21,5507
457,-1,11,20,5507
461,-1,13,22,5502
465,-3,7,16,5502
469,-2,10,18,5492
473,-2,12,20,5492
477,-4,11,19,5491
481,-4,6,14,5491
485,-5,13,20,5483
489,-7,11,18,5483
493,-9,3,9,5475
497,-5,8,13,5475
501,-5,9,13,5510
505,-3,11,15,5510
509,-4,11,14,5500
513,-4,6,8,5500
517,-6,6,7,5499
521,-6,12,13,5499
525,-5,13,12,5505
529,-6,12,10,5505
533,-11,1,0,5485
537,-12,1,-2,5485
541,-12,1,-2,5549
545,-14,-5,-11,5549
549,-14,0,-5,5569
553,-15,0,-7,5569
557,-14,-5,-14,5594
561,-10,-7,-16,5594
565,-6,-1,-12,5571
569,0,0,-11,5571
573,3,4,-6,5555
577,9,12,0,5555
581,13,7,-4,5570
585,16,8,-3,5570
589,21,12,0,5601
593,22,13,0,5601
597,21,12,0,5602
601,19,10,-2,5602
605,17,8,-4,5597
609,15,6,-6,5597
613,11,3,-10,5590
617,9,0,-12,5590
621,9,0,-13,5586
625,9,0,-13,5586
629,10,0,-13,5600
633,11,0,-12,5600
637,11,-5,-18,5598
641,11,-4,-17,5598
645,11,-3,-16,5585
649,11,-3,-16,5585
653,12,-1,-15,5573
657,12,-6,-20,5573
661,11,-6,-19,5567
665,10,-6,-19,5567
669,10,-5,-18,5557
673,11,-4,-17,5557
677,9,-11,-24,5549
681,9,-9,-23,5549
685,8,-21,-34,5531
689,7,-19,-32,5531
693,6,-17,-31,5472
697,5,-23,-36,5472
701,5,-26,-40,5453
705,5,-24,-36,5453
709,5,-33,-46,5417
713,5,-35,-48,5417
717,5,-31,-44,5359
721,4,-41,-53,5359
725,3,-43,-56,5317
729,3,-50,-63,5317
733,5,-49,-62,5195
737,17,-44,-56,5195
741,21,-39,-50,5133
745,27,-37,-48,5133
749,40,-28,-37,5175
753,51,-18,-26,5175
757,50,-19,-25,5263
761,48,-14,-20,5263
765,44,-19,-24,5337
769,43,-21,-25,5337
773,38,-26,-29,5337
777,33,-32,-34,5337
781,32,-28,-29,5300
785,31,-37,-37,5300
789,27,-43,-41,5263
793,24,-47,-44,5263
797,23,-50,-45,5181
801,29,-57,-51,5181
805,26,-53,-46,5122
809,21,-64,-56,5122
813,28,-50,-42,5059
817,34,-57,-48,5059
821,37,-50,-41,5072
825,36,-55,-44,5072
829,37,-56,-46,5085
833,38,-57,-46,5085
837,36,-55,-43,5044
841,35,-58,-47,5044
845,41,-54,-42,5037
849,43,-53,-41,5037
853,37,-59,-47,5071
857,32,-64,-52,5071
861,28,-69,-57,5059
865,29,-75,-63,5059
869,26,-71,-59,5083
873,21,-84,-71,5083
877,14,-97,-84,5108
881,4,-100,-87,5108
885,6,-100,-93,5117
889,11,-100,-95,5117
893,13,-100,-98,5119
897,11,-100,-91,5119
901,6,-100,-100,5135
905,10,-100,-100,5135
909,9,-100,-100,5156
913,11,-100,-100,5156
917,13,-100,-100,5165
921,9,-100,-100,5165
925,7,-100,-100,5183
929,3,-100,-100,5183
933,1,-100,-100,5201
937,2,-100,-100,5201
941,-1,-100,-100,5204
945,-6,-100,-100,5204
949,-7,-100,-100,5221
953,-8,-100,-100,5221
957,-6,-100,-100,5228
961,-7,-100,-100,5228
965,-13,-100,-100,5239
969,-16,-100,-100,5239
973,-16,-100,-100,5242
977,-19,-100,-100,5242
981,-25,-100,-100,5251
985,-29,-100,-100,5251
989,-29,-100,-100,5269
993,-26,-100,-100,5269
997,-22,-100,-100,5266
