システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧
477,3,91,100,6687
481,3,90,100,6687
485,0,92,100,6706
489,12,99,100,6706
493,3,96,100,6726
497,10,100,100,6726
501,2,100,100,6743
505,-14,86,100,6743
509,42,100,100,6782
513,86,100,100,6782
517,24,100,100,6781
521,-80,49,87,6781
525,-49,71,100,6869
529,-42,68,100,6869
533,-60,54,91,6922
537,-92,29,66,6922
541,-112,5,43,7019
545,-118,1,39,7019
549,-163,-39,-1,7196
553,-148,-40,-2,7196
557,-176,-69,-32,7063
561,-185,-86,-48,7063
565,-215,-100,-86,6631
569,-215,-100,-100,6631
573,-228,-100,-100,6060
577,-240,-100,-100,6060
581,-204,-100,-100,5757
585,-201,-100,-100,5757
589,-229,-100,-100,5626
593,-205,-100,-100,5626
597,-218,-100,-100,5609
601,-221,-100,-100,5609
605,-236,-100,-100,5647
609,-237,-100,-100,5647
613,-237,-100,-100,5743
617,-173,-100,-100,5743
621,-181,-100,-100,5833
625,-181,-100,-100,5833
629,-206,-100,-100,6010
633,-253,-100,-100,6010
637,-233,-100,-100,6135
641,-228,-100,-100,6135
645,-235,-100,-100,6300
649,-247,-100,-100,6300
653,-256,-100,-100,6257
657,-256,-100,-100,6257
661,-219,-100,-100,6239
665,-220,-100,-100,6239
669,-148,-100,-100,6293
673,-148,-100,-100,6293
677,-91,-100,-100,6321
681,-78,-100,-100,6321
685,-54,-100,-100,6369
689,-49,-100,-100,6369
693,-60,-100,-100,6412
697,-43,-100,-100,6412
701,-67,-100,-100,6489
705,-102,-100,-100,6489
709,-98,-100,-100,6553
713,-95,-100,-100,6553
717,-141,-100,-100,6561
721,-129,-100,-100,6561
725,-23,-100,-100,6539
729,-35,-100,-100,6539
733,74,-100,-100,6524
737,115,-100,-100,6524
741,119,-100,-100,6562
745,83,-100,-100,6562
749,90,-100,-100,6630
753,102,-100,-100,6630
757,66,-100,-100,6656
761,-39,-100,-100,6656
765,34,-100,-100,6715
769,112,-100,-100,6715
773,43,-100,-100,6761
777,-37,-100,-100,6761
781,-73,-100,-100,6807
785,-62,-100,-100,6807
789,-38,-100,-100,6847
793,-42,-100,-100,6847
797,-104,-100,-100,6876
801,-62,-100,-100,6876
805,-73,-100,-100,6881
809,-57,-100,-100,6881
813,-42,-100,-100,6836
817,-42,-100,-100,6836
821,20,-100,-100,6847
825,110,-100,-100,6847
829,68,-100,-100,6844
833,88,-100,-100,6844
837,97,-100,-100,6847
841,84,-100,-100,6847
845,90,-100,-100,6878
849,76,-100,-100,6878
853,93,-100,-100,6903
857,62,-100,-100,6903
861,14,-100,-100,6933
865,39,-100,-100,6933
869,-66,-100,-100,6947
873,39,-100,-100,6947
877,71,-100,-100,6973
881,28,-100,-100,6973
885,-30,-100,-100,6973
889,-77,-100,-100,6973
893,-77,-100,-100,6942
897,-12,-100,-100,6942
901,125,-100,-100,6909
905,160,-100,-100,6909
909,196,-100,-100,6897
913,186,-100,-100,6897
917,198,-100,-100,6896
921,187,-100,-100,6896
925,183,-100,-100,6914
929,183,-100,-100,6914
933,145,-100,-100,6923
937,124,-100,-100,6923
941,159,-100,-100,6948
945,190,-100,-100,6948
949,184,-100,-100,6954
953,193,-100,-100,6954
957,203,-100,-100,6970
961,207,-100,-100,6970
965,215,-100,-100,6963
969,225,-100,-100,6963
973,249,-100,-90,6984
977,238,-100,-92,6984
981,254,-10システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧
1,-11,32,-5,7459
5,-11,27,-10,7459
9,-11,22,-14,7463
13,-12,18,-18,7355
